"","Species","Class","Order","Family","Genus"
"1","Discoglossus montalentii","Amphibia","Anura","Alytidae","Discoglossus"
"2","Discoglossus pictus","Amphibia","Anura","Alytidae","Discoglossus"
"3","Discoglossus sardus","Amphibia","Anura","Alytidae","Discoglossus"
"4","Calotriton asper","Amphibia","Caudata","Salamandridae","Calotriton"
"5","Euproctus montanus","Amphibia","Caudata","Salamandridae","Euproctus"
"6","Pelobates cultripes","Amphibia","Anura","Pelobatidae","Pelobates"
"7","Pleurodeles waltl","Amphibia","Caudata","Salamandridae","Pleurodeles"
"8","Pelophylax bedriagae","Amphibia","Anura","Ranidae","Pelophylax"
"9","Pelophylax bergeri","Amphibia","Anura","Ranidae","Pelophylax"
"10","Pelophylax cerigensis","Amphibia","Anura","Ranidae","Pelophylax"
"11","Pelophylax cretensis","Amphibia","Anura","Ranidae","Pelophylax"
"12","Pelophylax epeiroticus","Amphibia","Anura","Ranidae","Pelophylax"
"13","Pelophylax lessonae","Amphibia","Anura","Ranidae","Pelophylax"
"14",NA,"Amphibia","Anura","Ranidae","Pelophylax"
"15","Pelophylax kurtmuelleri","Amphibia","Anura","Ranidae","Pelophylax"
"16","Pelophylax lessonae","Amphibia","Anura","Ranidae","Pelophylax"
"17","Pelophylax ridibundus","Amphibia","Anura","Ranidae","Pelophylax"
"18","Rana temporaria","Amphibia","Anura","Ranidae","Rana"
"19","Salamandra corsica","Amphibia","Caudata","Salamandridae","Salamandra"
"20","Salamandra infraimmaculata","Amphibia","Caudata","Salamandridae","Salamandra"
"21","Salamandra salamandra","Amphibia","Caudata","Salamandridae","Salamandra"
"22","Ichthyosaura alpestris","Amphibia","Caudata","Salamandridae","Ichthyosaura"
"23","Triturus carnifex","Amphibia","Caudata","Salamandridae","Triturus"
"24","Lissotriton helveticus","Amphibia","Caudata","Salamandridae","Lissotriton"
"25","Lissotriton italicus","Amphibia","Caudata","Salamandridae","Lissotriton"
"26","Triturus marmoratus","Amphibia","Caudata","Salamandridae","Triturus"
"27","Triturus pygmaeus","Amphibia","Caudata","Salamandridae","Triturus"
"28","Ommatotriton vittatus","Amphibia","Caudata","Salamandridae","Ommatotriton"
"29","Pelophylax caralitanus","Amphibia","Anura","Ranidae","Pelophylax"
"30","Ommatotriton ophryticus","Amphibia","Caudata","Salamandridae","Ommatotriton"
"31","Gavia stellata","Aves","Gaviiformes","Gaviidae","Gavia"
"32","Gavia immer","Aves","Gaviiformes","Gaviidae","Gavia"
"33","Tachybaptus ruficollis","Aves","Podicipediformes","Podicipedidae","Tachybaptus"
"34","Podiceps cristatus","Aves","Podicipediformes","Podicipedidae","Podiceps"
"35","Podiceps grisegena","Aves","Podicipediformes","Podicipedidae","Podiceps"
"36","Podiceps nigricollis","Aves","Podicipediformes","Podicipedidae","Podiceps"
"37","Fulmarus glacialis","Aves","Procellariiformes","Procellariidae","Fulmarus"
"38","Phalacrocorax carbo","Aves","Suliformes","Phalacrocoracidae","Phalacrocorax"
"39","Phalacrocorax pygmaeus","Aves","Suliformes","Phalacrocoracidae","Phalacrocorax"
"40","Ardea cinerea","Aves","Pelecaniformes","Ardeidae","Ardea"
"41","Ardea purpurea","Aves","Pelecaniformes","Ardeidae","Ardea"
"42","Ardea alba","Aves","Pelecaniformes","Ardeidae","Ardea"
"43","Egretta garzetta","Aves","Pelecaniformes","Ardeidae","Egretta"
"44","Ardeola ralloides","Aves","Pelecaniformes","Ardeidae","Ardeola"
"45","Bubulcus ibis","Aves","Pelecaniformes","Ardeidae","Bubulcus"
"46","Nycticorax nycticorax","Aves","Pelecaniformes","Ardeidae","Nycticorax"
"47","Ixobrychus minutus","Aves","Pelecaniformes","Ardeidae","Ixobrychus"
"48","Botaurus stellaris","Aves","Pelecaniformes","Ardeidae","Botaurus"
"49","Ciconia nigra","Aves","Ciconiiformes","Ciconiidae","Ciconia"
"50","Ciconia ciconia","Aves","Ciconiiformes","Ciconiidae","Ciconia"
"51","Plegadis falcinellus","Aves","Pelecaniformes","Threskiornithidae","Plegadis"
"52","Platalea leucorodia","Aves","Pelecaniformes","Threskiornithidae","Platalea"
"53","Cygnus olor","Aves","Anseriformes","Anatidae","Cygnus"
"54","Tadorna ferruginea","Aves","Anseriformes","Anatidae","Tadorna"
"55","Anas penelope","Aves","Anseriformes","Anatidae","Anas"
"56","Anas strepera","Aves","Anseriformes","Anatidae","Anas"
"57","Anas platyrhynchos","Aves","Anseriformes","Anatidae","Anas"
"58","Anas acuta","Aves","Anseriformes","Anatidae","Anas"
"59","Anas querquedula","Aves","Anseriformes","Anatidae","Anas"
"60","Anas clypeata","Aves","Anseriformes","Anatidae","Anas"
"61","Netta rufina","Aves","Anseriformes","Anatidae","Netta"
"62","Aythya ferina","Aves","Anseriformes","Anatidae","Aythya"
"63","Aythya nyroca","Aves","Anseriformes","Anatidae","Aythya"
"64","Bucephala clangula","Aves","Anseriformes","Anatidae","Bucephala"
"65","Mergellus albellus","Aves","Anseriformes","Anatidae","Mergellus"
"66","Mergus serrator","Aves","Anseriformes","Anatidae","Mergus"
"67","Mergus merganser","Aves","Anseriformes","Anatidae","Mergus"
"68","Pandion haliaetus","Aves","Accipitriformes","Pandionidae","Pandion"
"69","Pernis apivorus","Aves","Accipitriformes","Accipitridae","Pernis"
"70","Elanus caeruleus","Aves","Accipitriformes","Accipitridae","Elanus"
"71","Milvus milvus","Aves","Accipitriformes","Accipitridae","Milvus"
"72","Milvus migrans","Aves","Accipitriformes","Accipitridae","Milvus"
"73","Haliaeetus albicilla","Aves","Accipitriformes","Accipitridae","Haliaeetus"
"74","Gypaetus barbatus","Aves","Accipitriformes","Accipitridae","Gypaetus"
"75","Neophron percnopterus","Aves","Accipitriformes","Accipitridae","Neophron"
"76","Aegypius monachus","Aves","Accipitriformes","Accipitridae","Aegypius"
"77","Circaetus gallicus","Aves","Accipitriformes","Accipitridae","Circaetus"
"78","Circus aeruginosus","Aves","Accipitriformes","Accipitridae","Circus"
"79","Circus cyaneus","Aves","Accipitriformes","Accipitridae","Circus"
"80","Circus macrourus","Aves","Accipitriformes","Accipitridae","Circus"
"81","Circus pygargus","Aves","Accipitriformes","Accipitridae","Circus"
"82","Accipiter brevipes","Aves","Accipitriformes","Accipitridae","Accipiter"
"83","Accipiter nisus","Aves","Accipitriformes","Accipitridae","Accipiter"
"84","Accipiter gentilis","Aves","Accipitriformes","Accipitridae","Accipiter"
"85","Buteo buteo","Aves","Accipitriformes","Accipitridae","Buteo"
"86","Buteo rufinus","Aves","Accipitriformes","Accipitridae","Buteo"
"87","Buteo lagopus","Aves","Accipitriformes","Accipitridae","Buteo"
"88","Aquila pomarina","Aves","Accipitriformes","Accipitridae","Aquila"
"89","Aquila clanga","Aves","Accipitriformes","Accipitridae","Aquila"
"90","Aquila nipalensis","Aves","Accipitriformes","Accipitridae","Aquila"
"91","Aquila adalberti","Aves","Accipitriformes","Accipitridae","Aquila"
"92","Aquila heliaca","Aves","Accipitriformes","Accipitridae","Aquila"
"93","Aquila chrysaetos","Aves","Accipitriformes","Accipitridae","Aquila"
"94","Aquila fasciata","Aves","Accipitriformes","Accipitridae","Aquila"
"95","Hieraaetus pennatus","Aves","Accipitriformes","Accipitridae","Hieraaetus"
"96","Falco naumanni","Aves","Falconiformes","Falconidae","Falco"
"97","Falco tinnunculus","Aves","Falconiformes","Falconidae","Falco"
"98","Falco vespertinus","Aves","Falconiformes","Falconidae","Falco"
"99","Falco eleonorae","Aves","Falconiformes","Falconidae","Falco"
"100","Falco columbarius","Aves","Falconiformes","Falconidae","Falco"
"101","Falco subbuteo","Aves","Falconiformes","Falconidae","Falco"
"102","Falco biarmicus","Aves","Falconiformes","Falconidae","Falco"
"103","Falco cherrug","Aves","Falconiformes","Falconidae","Falco"
"104","Falco rusticolus","Aves","Falconiformes","Falconidae","Falco"
"105","Falco peregrinus","Aves","Falconiformes","Falconidae","Falco"
"106","Lagopus muta","Aves","Galliformes","Phasianidae","Lagopus"
"107","Francolinus francolinus","Aves","Galliformes","Phasianidae","Francolinus"
"108","Phasianus colchicus","Aves","Galliformes","Phasianidae","Phasianus"
"109","Grus grus","Aves","Gruiformes","Gruidae","Grus"
"110","Rallus aquaticus","Aves","Gruiformes","Rallidae","Rallus"
"111","Crex crex","Aves","Gruiformes","Rallidae","Crex"
"112","Porphyrio porphyrio","Aves","Gruiformes","Rallidae","Porphyrio"
"113","Gallinula chloropus","Aves","Gruiformes","Rallidae","Gallinula"
"114","Fulica cristata","Aves","Gruiformes","Rallidae","Fulica"
"115","Fulica atra","Aves","Gruiformes","Rallidae","Fulica"
"116","Otis tarda","Aves","Otidiformes","Otididae","Otis"
"117","Tetrax tetrax","Aves","Otidiformes","Otididae","Tetrax"
"118","Haematopus ostralegus","Aves","Charadriiformes","Haematopodidae","Haematopus"
"119","Himantopus himantopus","Aves","Charadriiformes","Recurvirostridae","Himantopus"
"120","Burhinus oedicnemus","Aves","Charadriiformes","Burhinidae","Burhinus"
"121","Vanellus vanellus","Aves","Charadriiformes","Charadriidae","Vanellus"
"122","Vanellus spinosus","Aves","Charadriiformes","Charadriidae","Vanellus"
"123","Gallinago gallinago","Aves","Charadriiformes","Scolopacidae","Gallinago"
"124","Limosa lapponica","Aves","Charadriiformes","Scolopacidae","Limosa"
"125","Numenius phaeopus","Aves","Charadriiformes","Scolopacidae","Numenius"
"126","Numenius arquata","Aves","Charadriiformes","Scolopacidae","Numenius"
"127","Tringa nebularia","Aves","Charadriiformes","Scolopacidae","Tringa"
"128","Actitis hypoleucos","Aves","Charadriiformes","Scolopacidae","Actitis"
"129","Philomachus pugnax","Aves","Charadriiformes","Scolopacidae","Philomachus"
"130","Phalaropus lobatus","Aves","Charadriiformes","Scolopacidae","Phalaropus"
"131","Stercorarius skua","Aves","Charadriiformes","Stercorariidae","Stercorarius"
"132","Stercorarius pomarinus","Aves","Charadriiformes","Stercorariidae","Stercorarius"
"133","Stercorarius parasiticus","Aves","Charadriiformes","Stercorariidae","Stercorarius"
"134","Stercorarius longicaudus","Aves","Charadriiformes","Stercorariidae","Stercorarius"
"135","Larus canus","Aves","Charadriiformes","Laridae","Larus"
"136","Ichthyaetus audouinii","Aves","Charadriiformes","Laridae","Ichthyaetus"
"137","Larus marinus","Aves","Charadriiformes","Laridae","Larus"
"138","Larus hyperboreus","Aves","Charadriiformes","Laridae","Larus"
"139","Larus argentatus","Aves","Charadriiformes","Laridae","Larus"
"140","Larus fuscus","Aves","Charadriiformes","Laridae","Larus"
"141","Larus cachinnans","Aves","Charadriiformes","Laridae","Larus"
"142","Larus armenicus","Aves","Charadriiformes","Laridae","Larus"
"143","Ichthyaetus ichthyaetus","Aves","Charadriiformes","Laridae","Ichthyaetus"
"144","Chroicocephalus ridibundus","Aves","Charadriiformes","Laridae","Chroicocephalus"
"145","Ichthyaetus melanocephalus","Aves","Charadriiformes","Laridae","Ichthyaetus"
"146","Rissa tridactyla","Aves","Charadriiformes","Laridae","Rissa"
"147","Gelochelidon nilotica","Aves","Charadriiformes","Laridae","Gelochelidon"
"148","Hydroprogne caspia","Aves","Charadriiformes","Laridae","Hydroprogne"
"149","Chlidonias hybrida","Aves","Charadriiformes","Laridae","Chlidonias"
"150","Chlidonias leucopterus","Aves","Charadriiformes","Laridae","Chlidonias"
"151","Chlidonias niger","Aves","Charadriiformes","Laridae","Chlidonias"
"152","Cuculus canorus","Aves","Cuculiformes","Cuculidae","Cuculus"
"153","Tyto alba","Aves","Strigiformes","Tytonidae","Tyto"
"154","Otus brucei","Aves","Strigiformes","Strigidae","Otus"
"155","Otus scops","Aves","Strigiformes","Strigidae","Otus"
"156","Bubo bubo","Aves","Strigiformes","Strigidae","Bubo"
"157","Bubo scandiacus","Aves","Strigiformes","Strigidae","Bubo"
"158","Strix aluco","Aves","Strigiformes","Strigidae","Strix"
"159","Strix uralensis","Aves","Strigiformes","Strigidae","Strix"
"160","Strix nebulosa","Aves","Strigiformes","Strigidae","Strix"
"161","Surnia ulula","Aves","Strigiformes","Strigidae","Surnia"
"162","Glaucidium passerinum","Aves","Strigiformes","Strigidae","Glaucidium"
"163","Athene noctua","Aves","Strigiformes","Strigidae","Athene"
"164","Aegolius funereus","Aves","Strigiformes","Strigidae","Aegolius"
"165","Asio otus","Aves","Strigiformes","Strigidae","Asio"
"166","Asio flammeus","Aves","Strigiformes","Strigidae","Asio"
"167","Alcedo atthis","Aves","Coraciiformes","Alcedinidae","Alcedo"
"168","Halcyon smyrnensis","Aves","Coraciiformes","Alcedinidae","Halcyon"
"169","Ceryle rudis","Aves","Coraciiformes","Alcedinidae","Ceryle"
"170","Coracias garrulus","Aves","Coraciiformes","Coraciidae","Coracias"
"171","Upupa epops","Aves","Bucerotiformes","Upupidae","Upupa"
"172","Jynx torquilla","Aves","Piciformes","Picidae","Jynx"
"173","Dendrocoptes medius","Aves","Piciformes","Picidae","Dendrocoptes"
"174","Dendrocopos major","Aves","Piciformes","Picidae","Dendrocopos"
"175","Dendrocopos syriacus","Aves","Piciformes","Picidae","Dendrocopos"
"176","Motacilla cinerea","Aves","Passeriformes","Motacillidae","Motacilla"
"177","Anthus campestris","Aves","Passeriformes","Motacillidae","Anthus"
"178","Monticola saxatilis","Aves","Passeriformes","Muscicapidae","Monticola"
"179","Monticola solitarius","Aves","Passeriformes","Muscicapidae","Monticola"
"180","Turdus torquatus","Aves","Passeriformes","Turdidae","Turdus"
"181","Turdus merula","Aves","Passeriformes","Turdidae","Turdus"
"182","Turdus pilaris","Aves","Passeriformes","Turdidae","Turdus"
"183","Turdus philomelos","Aves","Passeriformes","Turdidae","Turdus"
"184","Turdus viscivorus","Aves","Passeriformes","Turdidae","Turdus"
"185","Acrocephalus agricola","Aves","Passeriformes","Acrocephalidae","Acrocephalus"
"186","Acrocephalus arundinaceus","Aves","Passeriformes","Acrocephalidae","Acrocephalus"
"187","Erithacus rubecula","Aves","Passeriformes","Muscicapidae","Erithacus"
"188","Saxicola torquatus","Aves","Passeriformes","Muscicapidae","Saxicola"
"189","Oenanthe leucura","Aves","Passeriformes","Muscicapidae","Oenanthe"
"190","Oenanthe oenanthe","Aves","Passeriformes","Muscicapidae","Oenanthe"
"191","Oenanthe finschii","Aves","Passeriformes","Muscicapidae","Oenanthe"
"192","Oenanthe pleschanka","Aves","Passeriformes","Muscicapidae","Oenanthe"
"193","Oenanthe chrysopygia","Aves","Passeriformes","Muscicapidae","Oenanthe"
"194","Oenanthe deserti","Aves","Passeriformes","Muscicapidae","Oenanthe"
"195","Oenanthe cypriaca","Aves","Passeriformes","Muscicapidae","Oenanthe"
"196","Oenanthe isabellina","Aves","Passeriformes","Muscicapidae","Oenanthe"
"197","Parus major","Aves","Passeriformes","Paridae","Parus"
"198","Cyanistes caeruleus","Aves","Passeriformes","Paridae","Cyanistes"
"199","Sitta neumayer","Aves","Passeriformes","Sittidae","Sitta"
"200","Sitta tephronota","Aves","Passeriformes","Sittidae","Sitta"
"201","Lanius collurio","Aves","Passeriformes","Laniidae","Lanius"
"202","Lanius excubitor","Aves","Passeriformes","Laniidae","Lanius"
"203","Lanius meridionalis","Aves","Passeriformes","Laniidae","Lanius"
"204","Lanius minor","Aves","Passeriformes","Laniidae","Lanius"
"205","Lanius nubicus","Aves","Passeriformes","Laniidae","Lanius"
"206","Lanius senator","Aves","Passeriformes","Laniidae","Lanius"
"207","Perisoreus infaustus","Aves","Passeriformes","Corvidae","Perisoreus"
"208","Garrulus glandarius","Aves","Passeriformes","Corvidae","Garrulus"
"209","Cyanopica cyanus","Aves","Passeriformes","Corvidae","Cyanopica"
"210","Pica pica","Aves","Passeriformes","Corvidae","Pica"
"211","Nucifraga caryocatactes","Aves","Passeriformes","Corvidae","Nucifraga"
"212","Pyrrhocorax pyrrhocorax","Aves","Passeriformes","Corvidae","Pyrrhocorax"
"213","Pyrrhocorax graculus","Aves","Passeriformes","Corvidae","Pyrrhocorax"
"214","Coloeus monedula","Aves","Passeriformes","Corvidae","Coloeus"
"215","Corvus frugilegus","Aves","Passeriformes","Corvidae","Corvus"
"216","Corvus corone","Aves","Passeriformes","Corvidae","Corvus"
"217","Corvus corax","Aves","Passeriformes","Corvidae","Corvus"
"218","Pastor roseus","Aves","Passeriformes","Sturnidae","Pastor"
"219","Sturnus vulgaris","Aves","Passeriformes","Sturnidae","Sturnus"
"220","Sturnus unicolor","Aves","Passeriformes","Sturnidae","Sturnus"
"221","Passer domesticus","Aves","Passeriformes","Passeridae","Passer"
"222","Chlamydotis undulata","Aves","Otidiformes","Otididae","Chlamydotis"
"223","Cursorius cursor","Aves","Charadriiformes","Glareolidae","Cursorius"
"224","Vulpes lagopus","Mammalia","Carnivora","Canidae","Vulpes"
"225","Atelerix algirus","Mammalia","Erinaceomorpha","Erinaceidae","Atelerix"
"226","Canis aureus","Mammalia","Carnivora","Canidae","Canis"
"227","Canis lupus","Mammalia","Carnivora","Canidae","Canis"
"228","Desmana moschata","Mammalia","Soricomorpha","Talpidae","Desmana"
"229","Dryomys laniger","Mammalia","Rodentia","Gliridae","Dryomys"
"230","Dryomys nitedula","Mammalia","Rodentia","Gliridae","Dryomys"
"231","Eliomys melanurus","Mammalia","Rodentia","Gliridae","Eliomys"
"232","Eliomys quercinus","Mammalia","Rodentia","Gliridae","Eliomys"
"233","Erinaceus concolor","Mammalia","Erinaceomorpha","Erinaceidae","Erinaceus"
"234","Erinaceus europaeus","Mammalia","Erinaceomorpha","Erinaceidae","Erinaceus"
"235","Erinaceus roumanicus","Mammalia","Erinaceomorpha","Erinaceidae","Erinaceus"
"236","Felis chaus","Mammalia","Carnivora","Felidae","Felis"
"237","Felis margarita","Mammalia","Carnivora","Felidae","Felis"
"238","Felis silvestris","Mammalia","Carnivora","Felidae","Felis"
"239","Genetta genetta","Mammalia","Carnivora","Viverridae","Genetta"
"240","Glis glis","Mammalia","Rodentia","Gliridae","Glis"
"241","Gulo gulo","Mammalia","Carnivora","Mustelidae","Gulo"
"242","Hemiechinus auritus","Mammalia","Erinaceomorpha","Erinaceidae","Hemiechinus"
"243","Herpestes ichneumon","Mammalia","Carnivora","Herpestidae","Herpestes"
"244","Hyaena hyaena","Mammalia","Carnivora","Hyaenidae","Hyaena"
"245","Lutra lutra","Mammalia","Carnivora","Mustelidae","Lutra"
"246","Lynx lynx","Mammalia","Carnivora","Felidae","Lynx"
"247","Lynx pardinus","Mammalia","Carnivora","Felidae","Lynx"
"248","Martes foina","Mammalia","Carnivora","Mustelidae","Martes"
"249","Martes martes","Mammalia","Carnivora","Mustelidae","Martes"
"250","Martes zibellina","Mammalia","Carnivora","Mustelidae","Martes"
"251","Meles leucurus","Mammalia","Carnivora","Mustelidae","Meles"
"252","Meles meles","Mammalia","Carnivora","Mustelidae","Meles"
"253","Muscardinus avellanarius","Mammalia","Rodentia","Gliridae","Muscardinus"
"254","Mustela erminea","Mammalia","Carnivora","Mustelidae","Mustela"
"255","Mustela eversmanii","Mammalia","Carnivora","Mustelidae","Mustela"
"256","Mustela lutreola","Mammalia","Carnivora","Mustelidae","Mustela"
"257","Mustela nivalis","Mammalia","Carnivora","Mustelidae","Mustela"
"258","Mustela putorius","Mammalia","Carnivora","Mustelidae","Mustela"
"259","Mustela sibirica","Mammalia","Carnivora","Mustelidae","Mustela"
"260","Nyctalus lasiopterus","Mammalia","Chiroptera","Vespertilionidae","Nyctalus"
"261","Felis manul","Mammalia","Carnivora","Felidae","Felis"
"262","Panthera pardus","Mammalia","Carnivora","Felidae","Panthera"
"263","Pteromys volans","Mammalia","Rodentia","Sciuridae","Pteromys"
"264","Sciurus anomalus","Mammalia","Rodentia","Sciuridae","Sciurus"
"265","Sciurus vulgaris","Mammalia","Rodentia","Sciuridae","Sciurus"
"266","Spermophilus citellus","Mammalia","Rodentia","Sciuridae","Spermophilus"
"267","Spermophilus fulvus","Mammalia","Rodentia","Sciuridae","Spermophilus"
"268","Spermophilus major","Mammalia","Rodentia","Sciuridae","Spermophilus"
"269","Spermophilus musicus","Mammalia","Rodentia","Sciuridae","Spermophilus"
"270","Spermophilus pygmaeus","Mammalia","Rodentia","Sciuridae","Spermophilus"
"271","Spermophilus suslicus","Mammalia","Rodentia","Sciuridae","Spermophilus"
"272","Spermophilus taurensis","Mammalia","Rodentia","Sciuridae","Spermophilus"
"273","Spermophilus xanthoprymnus","Mammalia","Rodentia","Sciuridae","Spermophilus"
"274","Sus scrofa","Mammalia","Artiodactyla","Suidae","Sus"
"275","Tamias sibiricus","Mammalia","Rodentia","Sciuridae","Tamias"
"276","Tatera indica","Mammalia","Rodentia","Muridae","Tatera"
"277","Ursus arctos","Mammalia","Carnivora","Ursidae","Ursus"
"278","Ursus maritimus","Mammalia","Carnivora","Ursidae","Ursus"
"279","Vormela peregusna","Mammalia","Carnivora","Mustelidae","Vormela"
"280","Vulpes corsac","Mammalia","Carnivora","Canidae","Vulpes"
"281","Vulpes vulpes","Mammalia","Carnivora","Canidae","Vulpes"
"282","Acanthodactylus schreiberi","Reptilia","Squamata","Lacertidae","Acanthodactylus"
"283","Anguis cephallonica","Reptilia","Squamata","Anguidae","Anguis"
"284","Anguis fragilis","Reptilia","Squamata","Anguidae","Anguis"
"285","Chamaeleo chamaeleon","Reptilia","Squamata","Chamaeleonidae","Chamaeleo"
"286","Coronella austriaca","Reptilia","Squamata","Colubridae","Coronella"
"287","Coronella girondica","Reptilia","Squamata","Colubridae","Coronella"
"288","Eirenis aurolineatus","Reptilia","Squamata","Colubridae","Eirenis"
"289","Eirenis barani","Reptilia","Squamata","Colubridae","Eirenis"
"290","Platyceps collaris","Reptilia","Squamata","Colubridae","Platyceps"
"291","Eirenis modestus","Reptilia","Squamata","Colubridae","Eirenis"
"292","Elaphe dione","Reptilia","Squamata","Colubridae","Elaphe"
"293","Zamenis hohenackeri","Reptilia","Squamata","Colubridae","Zamenis"
"294","Zamenis lineatus","Reptilia","Squamata","Colubridae","Zamenis"
"295","Zamenis longissimus","Reptilia","Squamata","Colubridae","Zamenis"
"296","Elaphe quatuorlineata","Reptilia","Squamata","Colubridae","Elaphe"
"297","Zamenis scalaris","Reptilia","Squamata","Colubridae","Zamenis"
"298","Zamenis situla","Reptilia","Squamata","Colubridae","Zamenis"
"299","Emys orbicularis","Reptilia","Testudines","Emydidae","Emys"
"300","Eryx jaculus","Reptilia","Squamata","Boidae","Eryx"
"301","Eumeces schneiderii","Reptilia","Squamata","Scincidae","Eumeces"
"302","Gallotia stehlini","Reptilia","Squamata","Lacertidae","Gallotia"
"303","Gloydius intermedius","Reptilia","Squamata","Viperidae","Gloydius"
"304","Hemorrhois hippocrepis","Reptilia","Squamata","Colubridae","Hemorrhois"
"305","Hierophis cypriensis","Reptilia","Squamata","Colubridae","Hierophis"
"306","Hierophis gemonensis","Reptilia","Squamata","Colubridae","Hierophis"
"307","Hierophis viridiflavus","Reptilia","Squamata","Colubridae","Hierophis"
"308","Lacerta agilis","Reptilia","Squamata","Lacertidae","Lacerta"
"309","Lacerta bilineata","Reptilia","Squamata","Lacertidae","Lacerta"
"310","Timon lepidus","Reptilia","Squamata","Lacertidae","Timon"
"311","Lacerta media","Reptilia","Squamata","Lacertidae","Lacerta"
"312","Lacerta strigata","Reptilia","Squamata","Lacertidae","Lacerta"
"313","Lacerta trilineata","Reptilia","Squamata","Lacertidae","Lacerta"
"314","Lacerta viridis","Reptilia","Squamata","Lacertidae","Lacerta"
"315","Paralaudakia caucasia","Reptilia","Squamata","Agamidae","Paralaudakia"
"316","Stellagama stellio","Reptilia","Squamata","Agamidae","Stellagama"
"317","Heremites vittatus","Reptilia","Squamata","Scincidae","Heremites"
"318","Macroprotodon brevis","Reptilia","Squamata","Colubridae","Macroprotodon"
"319","Macroprotodon cucullatus","Reptilia","Squamata","Colubridae","Macroprotodon"
"320","Macrovipera lebetinus","Reptilia","Squamata","Viperidae","Macrovipera"
"321","Macrovipera schweizeri","Reptilia","Squamata","Viperidae","Macrovipera"
"322","Malpolon monspessulanus","Reptilia","Squamata","Psammophiidae","Malpolon"
"323","Mauremys caspica","Reptilia","Testudines","Geoemydidae","Mauremys"
"324","Mauremys leprosa","Reptilia","Testudines","Geoemydidae","Mauremys"
"325","Mauremys rivulata","Reptilia","Testudines","Geoemydidae","Mauremys"
"326","Montivipera raddei","Reptilia","Squamata","Viperidae","Montivipera"
"327","Montivipera wagneri","Reptilia","Squamata","Viperidae","Montivipera"
"328","Montivipera xanthina","Reptilia","Squamata","Viperidae","Montivipera"
"329","Natrix maura","Reptilia","Squamata","Colubridae","Natrix"
"330","Natrix natrix","Reptilia","Squamata","Colubridae","Natrix"
"331","Natrix tessellata","Reptilia","Squamata","Colubridae","Natrix"
"332","Platyceps najadum","Reptilia","Squamata","Colubridae","Platyceps"
"333","Podarcis liolepis","Reptilia","Squamata","Lacertidae","Podarcis"
"334","Podarcis gaigeae","Reptilia","Squamata","Lacertidae","Podarcis"
"335","Podarcis hispanicus","Reptilia","Squamata","Lacertidae","Podarcis"
"336","Podarcis lilfordi","Reptilia","Squamata","Lacertidae","Podarcis"
"337","Podarcis melisellensis","Reptilia","Squamata","Lacertidae","Podarcis"
"338","Podarcis raffonei","Reptilia","Squamata","Lacertidae","Podarcis"
"339","Podarcis vaucheri","Reptilia","Squamata","Lacertidae","Podarcis"
"340","Psammodromus algirus","Reptilia","Squamata","Lacertidae","Psammodromus"
"341","Pseudopus apodus","Reptilia","Squamata","Anguidae","Pseudopus"
"342","Telescopus fallax","Reptilia","Squamata","Colubridae","Telescopus"
"343","Testudo graeca","Reptilia","Testudines","Testudinidae","Testudo"
"344","Testudo hermanni","Reptilia","Testudines","Testudinidae","Testudo"
"345","Emys trinacris","Reptilia","Testudines","Emydidae","Emys"
"346","Varanus griseus","Reptilia","Squamata","Varanidae","Varanus"
"347","Montivipera albizona","Reptilia","Squamata","Viperidae","Montivipera"
"348","Vipera ammodytes","Reptilia","Squamata","Viperidae","Vipera"
"349","Vipera aspis","Reptilia","Squamata","Viperidae","Vipera"
"350","Vipera berus","Reptilia","Squamata","Viperidae","Vipera"
"351","Montivipera bulgardaghica","Reptilia","Squamata","Viperidae","Montivipera"
"352","Vipera darevskii","Reptilia","Squamata","Viperidae","Vipera"
"353","Vipera dinniki","Reptilia","Squamata","Viperidae","Vipera"
"354","Vipera kaznakovi","Reptilia","Squamata","Viperidae","Vipera"
"355","Vipera latastei","Reptilia","Squamata","Viperidae","Vipera"
"356","Vipera berus","Reptilia","Squamata","Viperidae","Vipera"
"357","Vipera seoanei","Reptilia","Squamata","Viperidae","Vipera"
"358","Vipera ursinii","Reptilia","Squamata","Viperidae","Vipera"
"359","Dolichophis caspius","Reptilia","Squamata","Colubridae","Dolichophis"
"360","Dolichophis jugularis","Reptilia","Squamata","Colubridae","Dolichophis"
"361","Hemorrhois nummifer","Reptilia","Squamata","Colubridae","Hemorrhois"
"362","Hemorrhois algirus","Reptilia","Squamata","Colubridae","Hemorrhois"
"363","Hierophis viridiflavus","Reptilia","Squamata","Colubridae","Hierophis"
"364","Dolichophis schmidti","Reptilia","Squamata","Colubridae","Dolichophis"
"365","Elaphe sauromates","Reptilia","Squamata","Colubridae","Elaphe"
"366","Vipera renardi","Reptilia","Squamata","Viperidae","Vipera"
"367","Acanthodactylus boskianus","Reptilia","Squamata","Lacertidae","Acanthodactylus"
"368","Hemorrhois ravergieri","Reptilia","Squamata","Colubridae","Hemorrhois"
"369","Platyceps ventromaculatus","Reptilia","Squamata","Colubridae","Platyceps"
"370","Spalerosophis diadema","Reptilia","Squamata","Colubridae","Spalerosophis"
"371","Vipera eriwanensis","Reptilia","Squamata","Viperidae","Vipera"
"372","Zamenis persicus","Reptilia","Squamata","Colubridae","Zamenis"
"373","Telescopus nigriceps","Reptilia","Squamata","Colubridae","Telescopus"
