"","Species","Trophic_level","Diel_activity","Habitat_breadth_IUCN","Artificial_habitat_use","Forest","Savanna","Shrubland","Grassland","Wetland","Rocky.areas","Caves.and.subterranean","Desert","Marine","Marine.intertidal.or.coastal.supratidal","Artificial","Introduced.vegetation","Other.Unknown","Class","Order","Family","Genus","Body_mass_g","Maturity_d","Max_longevity_d","Litter_clutch_size"
"1338","Podarcis milensis","Omnivore","Other",7.69786339385253,"TRUE","1","0","1","1","0","1","0","0","0","0","1","0","0","Reptilia","Squamata","Lacertidae","Podarcis",63.9381969875857,799.020896319791,4302.77904661134,7.94539905151258
"1339","Podarcis muralis","Omnivore","Other",10,"TRUE","1","0","1","1","0","1","0","0","0","0","1","0","0","Reptilia","Squamata","Lacertidae","Podarcis",8.438896316,730.5,3670.7625,5.4
"1340","Podarcis peloponnesiacus","Carnivore","Other",6,"TRUE","0","0","1","0","0","1","0","0","0","0","1","0","0","Reptilia","Squamata","Lacertidae","Podarcis",14.1,447.509098888889,1454.90688355655,3.49008316107502
"1341","Podarcis pityusensis","Omnivore","Other",8,"TRUE","0","0","1","0","0","1","0","0","0","0","1","0","0","Reptilia","Squamata","Lacertidae","Podarcis",5.873360243,639.24,3835.125,3.1
"1342","Podarcis raffonei","Carnivore","Other",6.87626501276501,"TRUE","1","0","1","1","0","0","0","0","0","0","1","0","0","Reptilia","Squamata","Lacertidae","Podarcis",14.1289688997854,510.570656488095,2335.88746568588,5.75016838466029
"1343","Podarcis siculus","Omnivore","Other",10,"TRUE","1","0","1","1","0","1","0","0","0","0","1","0","0","Reptilia","Squamata","Lacertidae","Podarcis",11.8175,456.57,1351.425,5.35
"1344","Podarcis tauricus","Carnivore","Other",6,"TRUE","0","0","1","1","0","0","0","0","0","0","1","0","0","Reptilia","Squamata","Lacertidae","Podarcis",17.298,821.88,3652.5,4.7851989635834
"1345","Podarcis tiliguerta","Carnivore","Other",8,"FALSE","1","0","1","1","0","1","0","0","0","0","1","0","0","Reptilia","Squamata","Lacertidae","Podarcis",5.41,730.5,4565.625,8.99911910870052
"1346","Podarcis vaucheri","Carnivore","Other",6,"TRUE","1","0","1","0","0","1","0","0","0","0","1","0","0","Reptilia","Squamata","Lacertidae","Podarcis",5.07912331001557,505.506501904762,1095.75,2.99985318119079
"1347","Podarcis waglerianus","Carnivore","Other",7,"TRUE","1","0","1","1","0","0","0","0","0","0","1","0","0","Reptilia","Squamata","Lacertidae","Podarcis",10.162486928707,493.94694301282,2197.40741703297,4.00018425523063
"1348","Psammodromus algirus","Omnivore","Other",6,"FALSE","1","0","1","0","0","0","0","0","0","0","1","0","0","Reptilia","Squamata","Lacertidae","Psammodromus",10.77281803,395.72,1424.475,5.37528469086569
"1349","Psammodromus hispanicus","Carnivore","Other",5,"TRUE","0","0","1","1","0","0","0","0","0","0","1","0","0","Reptilia","Squamata","Lacertidae","Psammodromus",2.895,152.2,712.2375,3.25012451886183
"1350","Pseudocerastes persicus","Carnivore","Nocturnal",3,"FALSE","0","0","1","0","0","1","0","1","0","0","0","0","0","Reptilia","Squamata","Viperidae","Pseudocerastes",430.103442980421,1362.94174465278,6245.775,15
"1351","Pseudopus apodus","Carnivore","Other",7.80168162393162,"TRUE","1","0","1","1","0","0","0","0","0","0","1","0","0","Reptilia","Squamata","Anguidae","Pseudopus",450,730.28,19723.5,8.3
"1352","Rafetus euphraticus","Carnivore","Other",7.86675757575758,"TRUE","0","0","1","0","0","0","0","0","0","0","1","0","0","Reptilia","Testudines","Trionychidae","Rafetus",25003.4536169643,1834.34238402778,14377.5601178571,21.706597716098
"1353","Rhynchocalamus melanocephalus","Carnivore","Nocturnal",4.92635641025641,"TRUE","1","0","1","0","0","0","0","0","0","0","1","0","0","Reptilia","Squamata","Colubridae","Rhynchocalamus",25.7019789138443,1213.41863199405,3220.07930677857,5.6742760957017
"1354","Spalerosophis diadema","Carnivore","Nocturnal",8.44007081807082,"TRUE","1","0","1","1","0","0","0","0","0","0","1","0","0","Reptilia","Squamata","Colubridae","Spalerosophis",383.140242836871,912.74,6209.25,8.75
"1355","Stellagama stellio","Omnivore","Other",8,"TRUE","0","0","1","1","0","1","0","0","0","0","1","0","0","Reptilia","Squamata","Agamidae","Stellagama",187.4,730.56,2995.05,8.9
"1356","Stenodactylus grandiceps","Carnivore","Nocturnal",3,"FALSE","0","0","1","0","0","1","0","0","0","0","1","0","0","Reptilia","Squamata","Gekkonidae","Stenodactylus",3.7,595.53215,255.675,1.99986186963274
"1357","Tarentola angustimentalis","Carnivore","Nocturnal",8,"TRUE","0","0","1","0","0","1","0","0","0","0","1","0","0","Reptilia","Squamata","Phyllodactylidae","Tarentola",13.2739445772974,918.284003809523,5113.5,1.91154586445508
"1358","Tarentola boettgeri","Carnivore","Nocturnal",6,"TRUE","0","0","1","0","0","1","0","0","0","0","1","0","0","Reptilia","Squamata","Phyllodactylidae","Tarentola",5.68852930843841,731.052483333333,1552.3125,1.5
"1359","Tarentola delalandii","Carnivore","Other",6.00362443438914,"TRUE","0","0","1","1","0","1","0","0","0","0","1","0","0","Reptilia","Squamata","Phyllodactylidae","Tarentola",107.892935225162,983.740026636904,4252.46670891506,7.42451351897379
"1360","Tarentola gomerensis","Carnivore","Nocturnal",7,"TRUE","0","0","1","0","0","1","0","0","0","0","1","0","0","Reptilia","Squamata","Phyllodactylidae","Tarentola",11.4012489378058,863.199566309523,4283.83317559524,1.5
"1361","Tarentola mauritanica","Carnivore","Other",8,"TRUE","0","0","1","0","0","1","0","0","0","0","1","0","0","Reptilia","Squamata","Phyllodactylidae","Tarentola",6.54,1095.84,4200.375,1.99993093481637
"1362","Teira dugesii","Omnivore","Other",9,"TRUE","1","0","1","0","0","1","0","0","0","0","1","0","0","Reptilia","Squamata","Lacertidae","Teira",7.29,456.6,5844,2.5
"1363","Telescopus fallax","Carnivore","Nocturnal",9,"TRUE","1","0","1","0","0","1","0","0","0","0","1","0","0","Reptilia","Squamata","Colubridae","Telescopus",186.2,1346.68522300595,3652.5,6.75
"1364","Telescopus nigriceps","Carnivore","Nocturnal",2,"TRUE","0","0","1","0","0","0","0","0","0","0","1","0","0","Reptilia","Squamata","Colubridae","Telescopus",32.0626932450547,1225.19995282738,3645.34002671905,7
"1365","Tenuidactylus caspius","Carnivore","Other",7,"TRUE","0","0","1","1","0","1","0","1","0","0","1","0","0","Reptilia","Squamata","Gekkonidae","Tenuidactylus",10.3019306022081,334.84,2333.30005089286,1.99986186963274
"1366","Testudo graeca","Carnivore","Other",4.50885714285714,"FALSE","1","0","1","0","0","0","0","0","0","0","1","0","0","Reptilia","Testudines","Testudinidae","Testudo",3203.68542489468,4582.5,44377.875,4.8
"1367","Testudo hermanni","Carnivore","Other",4,"FALSE","1","0","1","0","0","0","0","0","0","0","1","0","0","Reptilia","Testudines","Testudinidae","Testudo",1249,4605,46386.75,4.15
"1368","Testudo marginata","Carnivore","Other",5,"FALSE","1","0","1","0","0","0","0","0","0","0","1","0","0","Reptilia","Testudines","Testudinidae","Testudo",2080,5113.36,29439.15,6.33
"1369","Timon lepidus","Omnivore","Other",8,"TRUE","1","0","1","1","0","0","0","0","0","0","1","0","0","Reptilia","Squamata","Lacertidae","Timon",99.625,806.66,10227,13.5996756079312
"1370","Timon princeps","Carnivore","Other",4,"FALSE","1","0","1","1","0","1","0","0","0","0","0","0","0","Reptilia","Squamata","Lacertidae","Timon",72.6105957435155,872.884293177655,4140.65700025717,7.00003159130897
"1371","Trapelus agilis","Carnivore","Other",6.01020512820513,"TRUE","0","0","1","1","0","0","0","0","0","0","1","0","0","Reptilia","Squamata","Agamidae","Trapelus",30.4,514.822207023809,1132.275,8
"1372","Trapelus lessonae","Carnivore","Other",6.69023290598291,"TRUE","0","0","1","1","0","0","0","0","0","0","1","0","0","Reptilia","Squamata","Agamidae","Trapelus",54.0884881028724,690.082081868132,3209.47440124004,7.48823353132966
"1373","Trionyx triunguis","Carnivore","Other",13,"TRUE","0","0","0","0","1","0","0","0","1","1","1","0","0","Reptilia","Testudines","Trionychidae","Trionyx",10818,2126.46314027778,18499.9125,34.5
"1374","Varanus griseus","Carnivore","Other",7.81635545734459,"TRUE","1","0","1","1","0","1","0","0","0","0","1","0","0","Reptilia","Squamata","Varanidae","Varanus",3251.64740795,1369.72,7177.1625,15.7507050892616
"1375","Vipera ammodytes","Carnivore","Other",7.56113323512237,"TRUE","1","0","1","1","0","1","0","0","0","0","1","0","0","Reptilia","Squamata","Viperidae","Vipera",437.709373565141,1432.3295515873,6333.3403203744,10.4885765437938
"1376","Vipera aspis","Carnivore","Other",8,"TRUE","1","0","1","0","0","1","0","0","0","0","1","0","0","Reptilia","Squamata","Viperidae","Vipera",166.0634204,1643.2,9131.25,9.25
"1377","Vipera berus","Carnivore","Other",6.9504665684557,"TRUE","1","0","1","1","0","0","0","0","0","0","1","0","0","Reptilia","Squamata","Viperidae","Vipera",227.4,1095.84,8035.5,9.65
"1378","Vipera darevskii","Carnivore","Other",6.84063160113544,"TRUE","1","0","1","1","0","1","0","0","0","0","1","0","0","Reptilia","Squamata","Viperidae","Vipera",54.7367968564324,1012.04605821734,4599.87134186694,8.95199287180929
"1379","Vipera dinniki","Carnivore","Other",5,"FALSE","1","0","1","1","0","1","0","0","0","0","1","0","0","Reptilia","Squamata","Viperidae","Vipera",112.201845430196,1085.42174357143,6939.75,7
"1380","Vipera eriwanensis","Carnivore","Other",3,"FALSE","0","0","0","1","0","1","0","0","0","0","1","0","0","Reptilia","Squamata","Viperidae","Vipera",38.3405694150421,1017.64497509921,6939.75,10
"1381","Vipera kaznakovi","Carnivore","Other",6.62243715669099,"TRUE","1","0","1","1","0","1","0","0","0","0","1","0","0","Reptilia","Squamata","Viperidae","Vipera",126.936030629901,1127.51223986111,5461.77952132854,9.25349698340846
"1382","Vipera latastei","Carnivore","Other",6,"TRUE","1","0","1","0","0","1","0","0","0","1","1","0","0","Reptilia","Squamata","Viperidae","Vipera",161,1040.59191675595,4328.2125,7.75
"1383","Vipera lotievi","Carnivore","Other",4,"FALSE","0","0","1","1","0","1","0","0","0","0","1","0","0","Reptilia","Squamata","Viperidae","Vipera",117.9,1087.45360146825,6939.75,10
"1384","Vipera renardi","Carnivore","Other",6.48704731379731,"TRUE","1","0","1","1","0","0","0","0","0","0","1","0","0","Reptilia","Squamata","Viperidae","Vipera",192.309172891016,1118.69342017857,6939.75,10
"1385","Vipera seoanei","Carnivore","Other",5,"TRUE","1","0","1","1","0","0","0","0","0","0","1","0","0","Reptilia","Squamata","Viperidae","Vipera",184.6,1103.92938267857,6939.75,10
"1386","Vipera transcaucasiana","Carnivore","Other",11,"TRUE","1","0","1","1","0","1","0","0","0","0","1","0","0","Reptilia","Squamata","Viperidae","Vipera",184.6015301,1460,9131.25,10
"1387","Vipera ursinii","Carnivore","Other",3,"TRUE","0","0","0","1","0","1","0","0","0","0","1","0","0","Reptilia","Squamata","Viperidae","Vipera",117.9,1072.14182914682,6939.75,10
"1388","Xerotyphlops vermicularis","Carnivore","Nocturnal",6.74185261960262,"TRUE","1","0","1","1","0","0","0","0","0","0","1","0","0","Reptilia","Squamata","Typhlopidae","Xerotyphlops",22.244847215604,708.323415290751,2264.55,5.625
"1389","Zamenis hohenackeri","Carnivore","Other",6,"TRUE","1","0","1","0","0","1","0","0","0","0","1","0","0","Reptilia","Squamata","Colubridae","Zamenis",58.3722552136872,1307.56388729167,4088.53090667353,5
"1390","Zamenis lineatus","Carnivore","Nocturnal",9.04338827838828,"TRUE","1","0","1","1","0","1","0","0","0","0","1","0","0","Reptilia","Squamata","Colubridae","Zamenis",450.85835227073,1256.10722411706,5700.74982761514,10.9516029061123
"1391","Zamenis longissimus","Carnivore","Other",10,"TRUE","1","0","1","1","0","1","0","0","0","0","1","0","0","Reptilia","Squamata","Colubridae","Zamenis",331.1719507,1643.58,1424.475,13.25
"1392","Zamenis persicus","Carnivore","Other",7.12758714232627,"TRUE","0","0","1","0","0","1","0","0","0","0","1","0","0","Reptilia","Squamata","Colubridae","Zamenis",186.208713666287,1643.58,1424.475,6.5
"1393","Zamenis scalaris","Carnivore","Other",7,"TRUE","1","0","1","0","0","0","0","0","0","0","1","0","0","Reptilia","Squamata","Colubridae","Zamenis",386.366977054069,1250.66991217262,7122.375,8.75
"1394","Zamenis situla","Carnivore","Other",4,"TRUE","0","0","1","0","0","0","0","0","0","0","1","0","0","Reptilia","Squamata","Colubridae","Zamenis",117.209768277407,1717.12444362103,8400.75,4.75
"1395","Zootoca vivipara","Carnivore","Other",7,"TRUE","1","0","1","1","1","0","0","0","0","0","1","0","0","Reptilia","Squamata","Lacertidae","Zootoca",7.4515,715.34,1826.25,7.05008833426992
"1396","Acanthocercus atricollis","Carnivore","Other",2,"FALSE","0","1","0","0","0","0","0","0","0","0","0","0","0","Reptilia","Squamata","Agamidae","Acanthocercus",81.495,365.25,3689.025,11.36
"1397","Afrotyphlops lineolatus","Carnivore","Other",6.5092165684557,"TRUE","1","0","1","1","0","1","0","0","0","0","1","0","0","Reptilia","Squamata","Typhlopidae","Afrotyphlops",224.388192378277,1057.89869241071,5313.63892141607,8.16597469339784
"1398","Agama mwanzae","Omnivore","Other",5,"TRUE","0","1","0","1","0","1","0","0","0","0","1","0","0","Reptilia","Squamata","Agamidae","Agama",87.325,547.905,1661.8875,7.5
"1399","Bitis arietans","Carnivore","Other",7.54941858865772,"TRUE","1","0","1","0","0","1","0","0","0","0","1","0","0","Reptilia","Squamata","Viperidae","Bitis",2381,1732.5755183631,5643.1125,95.5
"1400","Boaedon mendesi","Carnivore","Other",6.4592165684557,"TRUE","1","0","1","1","0","0","0","0","0","0","1","0","0","Reptilia","Squamata","Lamprophiidae","Boaedon",989.13246346675,1258.68572764881,6263.76036528361,8.13308630177907
"1401","Causus resimus","Carnivore","Other",6.41859263683177,"TRUE","1","0","1","1","0","1","0","0","0","0","1","0","0","Reptilia","Squamata","Viperidae","Causus",142,936.62738766369,1461,8
"1402","Chamaeleo anchietae","Carnivore","Other",3,"FALSE","0","0","1","1","0","0","0","0","0","0","0","0","0","Reptilia","Squamata","Chamaeleonidae","Chamaeleo",26.3013399594769,745.231115624999,4264.63864286652,12.5
"1403","Chamaeleo dilepis","Carnivore","Other",8,"TRUE","1","1","1","1","0","0","0","0","0","0","1","0","0","Reptilia","Squamata","Chamaeleonidae","Chamaeleo",59.74947936,342.45,2191.5,39.6
"1404","Chondrodactylus turneri","Carnivore","Nocturnal",6.41836335403727,"TRUE","0","0","1","0","0","1","0","0","0","0","1","0","0","Reptilia","Squamata","Gekkonidae","Chondrodactylus",16.5788498173476,365.28,2228.025,1.99986186963274
"1405","Crocodylus niloticus","Carnivore","Nocturnal",7.67409090909091,"TRUE","1","1","1","1","0","0","0","0","0","0","1","0","0","Reptilia","Crocodylia","Crocodylidae","Crocodylus",478500,6939.75,26298,49.65
"1406","Crotaphopeltis hotamboeia","Carnivore","Other",7.22777945001858,"TRUE","1","0","1","1","0","1","0","0","0","0","1","0","0","Reptilia","Squamata","Colubridae","Crotaphopeltis",66.5273156201741,1437.93306910714,1570.575,11.5
"1407","Dasypeltis scabra","Carnivore","Nocturnal",11,"TRUE","1","1","1","1","0","0","0","0","0","0","1","0","0","Reptilia","Squamata","Colubridae","Dasypeltis",72.25,1431.40915854167,8072.025,15.5
"1408","Dendroaspis polylepis","Carnivore","Other",12,"FALSE","1","1","1","1","0","1","0","0","0","0","0","0","0","Reptilia","Squamata","Elapidae","Dendroaspis",8213.6,1276.27940911706,9569.55,11.5
"1409","Dispholidus typus","Carnivore","Other",8.66962606837607,"TRUE","1","0","1","1","1","0","0","0","0","0","1","0","0","Reptilia","Squamata","Colubridae","Dispholidus",558.470194736831,1289.93236979167,3177.675,16.5
"1410","Duberria lutrix","Carnivore","Other",3,"TRUE","0","1","0","1","0","0","0","0","0","0","1","0","0","Reptilia","Squamata","Pseudoxyrhophiidae","Duberria",15.8124803927038,969.411103888888,4427.37030033763,7.96427821643647
"1411","Elapsoidea loveridgei","Carnivore","Other",6.78410382335766,"TRUE","1","0","1","1","0","1","0","0","0","0","1","0","0","Reptilia","Squamata","Elapidae","Elapsoidea",99.7,907.381861243131,4236.9,7.82309211104898
"1412","Eumecia anchietae","Carnivore","Other",7.2162496947497,"TRUE","1","0","1","1","0","0","0","0","0","0","1","0","0","Reptilia","Squamata","Scincidae","Eumecia",82.4569057506501,781.317266173687,4766.77714912965,6.5
"1413","Heliobolus spekii","Carnivore","Other",6.06304922854923,"TRUE","1","0","1","0","0","1","0","0","0","0","1","0","0","Reptilia","Squamata","Lacertidae","Heliobolus",5.05824662003114,797.043102412067,3577.01821935096,5.00017267488489
"1414","Hemidactylus brookii","Carnivore","Nocturnal",4.86230462387854,"TRUE","0","0","1","0","0","1","0","0","0","0","1","0","0","Reptilia","Squamata","Gekkonidae","Hemidactylus",2.97427407256307,456.30209047619,931.3875,1.75
"1415","Hemidactylus mabouia","Carnivore","Other",6.38779375696767,"TRUE","0","0","1","0","0","1","0","1","0","0","1","0","0","Reptilia","Squamata","Gekkonidae","Hemidactylus",9.3723566695,350.06,949.65,1.85697455074523
"1416","Hemidactylus squamulatus","Carnivore","Nocturnal",2,"FALSE","0","1","1","0","0","0","0","0","0","0","0","0","0","Reptilia","Squamata","Gekkonidae","Hemidactylus",2.50594321575479,685.65005,3149.23912797619,2
"1417","Homopholis fasciata","Carnivore","Nocturnal",6.08843478260869,"TRUE","0","0","1","0","0","1","0","0","0","0","1","0","0","Reptilia","Squamata","Gekkonidae","Homopholis",11.0076965477071,427.321238888889,1409.33234375,1.99993093481637
"1418","Kinixys spekii","Carnivore","Other",4.63885714285714,"FALSE","1","0","1","0","0","0","0","0","0","0","1","0","0","Reptilia","Testudines","Testudinidae","Kinixys",640,3026.47859416667,18262.5,3.5
"1419","Leptotyphlops scutifrons","Carnivore","Other",6.5317165684557,"TRUE","1","0","1","1","0","1","0","0","0","0","1","0","0","Reptilia","Squamata","Leptotyphlopidae","Leptotyphlops",510.788094865781,1305.40347419643,5406.30251177409,8.4414070776299
"1420","Lygodactylus capensis","Carnivore","Other",5.5105404824644,"TRUE","0","0","1","1","0","0","0","0","0","0","1","0","0","Reptilia","Squamata","Gekkonidae","Lygodactylus",1.58174803707403,243.52,1296.6375,1.96508471574846
"1421","Lygodactylus manni","Carnivore","Other",1,"FALSE","0","1","0","0","0","0","0","0","0","0","0","0","0","Reptilia","Squamata","Gekkonidae","Lygodactylus",0.512861383991365,782.915114935065,3848.42546279762,1.99993093481637
"1422","Malacochersus tornieri","Carnivore","Other",4.83719047619048,"FALSE","0","0","1","0","0","0","0","0","0","0","1","0","0","Reptilia","Testudines","Testudinidae","Malacochersus",400,2870.55552416667,9459.975,1
"1423","Mochlus sundevallii","Carnivore","Other",6.51344178044178,"TRUE","1","0","1","1","0","0","0","0","0","0","1","0","0","Reptilia","Squamata","Scincidae","Mochlus",63.8065871547637,506.60333202381,913.125,4.10011986958996
"1424","Naja nigricollis","Carnivore","Other",8.45238888888889,"TRUE","1","1","1","1","0","0","0","0","0","0","1","0","0","Reptilia","Squamata","Elapidae","Naja",2754.22870333817,1438.88959173611,8473.8,11.75
"1425","Nucras boulengeri","Carnivore","Other",5.5511194551825,"TRUE","1","0","1","0","0","1","0","0","0","0","1","0","0","Reptilia","Squamata","Lacertidae","Nucras",6.40604788292581,546.776715014881,2314.37673498771,4
"1426","Pelomedusa subrufa","Carnivore","Other",7.44780885780886,"TRUE","1","0","1","1","0","1","0","0","0","0","1","0","0","Reptilia","Testudines","Pelomedusidae","Pelomedusa",3007.05294136027,1815.29225864087,7341.525,19.3
