"","Species","Trophic_level","Diel_activity","Habitat_breadth_IUCN","Artificial_habitat_use","Forest","Savanna","Shrubland","Grassland","Wetland","Rocky.areas","Caves.and.subterranean","Desert","Marine","Marine.intertidal.or.coastal.supratidal","Artificial","Introduced.vegetation","Other.Unknown","Class","Order","Family","Genus","Body_mass_g","Maturity_d","Max_longevity_d","Litter_clutch_size"
"726","Uraeginthus bengalus","Herbivore","Other",NA,"TRUE","0","1","1","1","0","0","0","0","0","0","1","0","0","Aves","Passeriformes","Estrildidae","Uraeginthus",9.9,364.554051651706,3553.44447826109,4.7
"727","Uraeginthus ianthinogaster","Herbivore","Other",NA,"FALSE","0","0","1","0","0","0","0","0","0","0","0","0","0","Aves","Passeriformes","Estrildidae","Uraeginthus",14.1,365.307998333333,3756.82310134304,4.17423627579737
"728","Urolestes melanoleucus","Carnivore","Other",NA,"FALSE","0","1","1","0","0","0","0","0","0","0","0","0","0","Aves","Passeriformes","Laniidae","Urolestes",80.95,364.02265847619,4672.82992326028,3.9
"729","Vanellus armatus","Carnivore","Other",NA,"TRUE","0","0","0","1","1","0","0","0","0","1","1","0","0","Aves","Charadriiformes","Charadriidae","Vanellus",157.875,662.007113148351,6793.65,3.1
"730","Vanellus coronatus","Carnivore","Other",NA,"TRUE","0","1","1","1","0","0","0","1","0","0","1","0","0","Aves","Charadriiformes","Charadriidae","Vanellus",165,590.708774428571,6675.90356060697,2.6
"731","Anthus rubescens","Carnivore","Other",NA,"TRUE","0","0","0","1","1","1","0","0","0","1","1","0","0","Aves","Passeriformes","Motacillidae","Anthus",20.7171182632,364.617,3256.81250012175,4.9
"732","Calidris bairdii","Carnivore","Other",NA,"TRUE","0","0","0","1","1","1","0","0","0","1","1","0","0","Aves","Charadriiformes","Scolopacidae","Calidris",40.97,448.654487333333,4871.92611119734,4
"733","Calidris fuscicollis","Carnivore","Other",NA,"FALSE","0","0","0","1","1","0","0","0","1","1","0","0","0","Aves","Charadriiformes","Scolopacidae","Calidris",44.55,365,2556.75,4
"734","Chen caerulescens","Herbivore","Other",NA,"TRUE","0","0","0","1","1","1","0","0","0","1","1","0","0","Aves","Anseriformes","Anatidae","Chen",2633.1329345703,730.25,10044.375,4.2
"735","Pluvialis dominica","Carnivore","Other",NA,"TRUE","0","0","0","1","1","0","0","0","0","1","1","0","0","Aves","Charadriiformes","Charadriidae","Pluvialis",151.47,363.468,9466.063,3.93
"736","Acomys cilicicus","Omnivore","Nocturnal",1,"FALSE","0","0","0","0","0","0","0","0","0","0","0","0","0","Mammalia","Rodentia","Muridae","Acomys",38.305,81.1023445866667,1460.5,3.96165678571429
"737","Acomys minous","Herbivore","Nocturnal",2,"FALSE","0","0","1","0","0","1","0","0","0","0","0","0","0","Mammalia","Rodentia","Muridae","Acomys",53.85,58.5,2733.28749987825,2.47
"738","Acomys nesiotes","Omnivore","Nocturnal",1,"FALSE","0","0","0","0","0","1","0","0","0","0","0","0","0","Mammalia","Rodentia","Muridae","Acomys",36.66833977,58.5,2733.28749987825,2.47
"739","Alces alces","Herbivore","Nocturnal",5,"FALSE","1","0","0","0","1","0","0","0","0","0","1","0","0","Mammalia","Artiodactyla","Cervidae","Alces",409449.46,689.89684,9861.75,1.27
"740","Allactaga elater","Omnivore","Nocturnal",2,"FALSE","0","0","1","0","0","0","0","1","0","0","0","0","0","Mammalia","Rodentia","Dipodidae","Allactaga",58.85,123.61,1898.65,4.485
"741","Allactaga euphratica","Herbivore","Nocturnal",3,"FALSE","0","0","1","1","0","0","0","0","0","0","1","0","0","Mammalia","Rodentia","Dipodidae","Allactaga",232,179.318685783333,1534.05,4.995
"742","Allactaga major","Herbivore","Nocturnal",4,"TRUE","0","0","1","1","0","0","0","1","0","0","1","0","0","Mammalia","Rodentia","Dipodidae","Allactaga",350,377.57,2659.36250006087,3.6175
"743","Allactaga sibirica","Carnivore","Nocturnal",2,"FALSE","0","0","1","1","0","0","0","0","0","0","0","0","0","Mammalia","Rodentia","Dipodidae","Allactaga",107.5,182.933189616667,1643.0625,3.44
"744","Allactaga williamsi","Herbivore","Nocturnal",1,"FALSE","0","0","0","1","0","0","0","0","0","0","0","0","0","Mammalia","Rodentia","Dipodidae","Allactaga",116.74,174.840190943334,1534.05,5
"745","Allocricetulus eversmanni","Omnivore","Nocturnal",5,"TRUE","0","0","1","1","0","0","0","0","0","0","1","0","0","Mammalia","Rodentia","Cricetidae","Allocricetulus",115.559,98.2714927583333,970.95624987825,4.99
"746","Apodemus agrarius","Omnivore","Other",7,"TRUE","1","0","0","1","1","0","0","0","0","0","1","0","0","Mammalia","Rodentia","Muridae","Apodemus",21.2,76.0525,1461,5.66
"747","Apodemus alpicola","Omnivore","Nocturnal",1,"FALSE","1","0","0","0","0","0","0","0","0","0","0","0","0","Mammalia","Rodentia","Muridae","Apodemus",28.06,51.70703,1643.625,5.5
"748","Apodemus epimelas","Omnivore","Nocturnal",1,"FALSE","0","0","0","0","0","1","0","0","0","0","0","0","0","Mammalia","Rodentia","Muridae","Apodemus",42.3,136.177326603333,1661.63083650875,3.36
"749","Apodemus flavicollis","Herbivore","Nocturnal",5,"FALSE","1","0","1","0","0","0","0","0","0","0","0","0","0","Mammalia","Rodentia","Muridae","Apodemus",29.375,47.488515,1551.25,5.22
"750","Apodemus hyrcanicus","Omnivore","Nocturnal",1,"FALSE","1","0","0","0","0","0","0","0","0","0","0","0","0","Mammalia","Rodentia","Muridae","Apodemus",44.80694402,77.7863449741667,1581.17552050222,4.0109925
"751","Apodemus mystacinus","Omnivore","Nocturnal",3,"TRUE","1","0","0","0","0","1","0","0","0","0","1","0","0","Mammalia","Rodentia","Muridae","Apodemus",43.84,99.2471997008333,1570.50960880471,3.62
"752","Apodemus ponticus","Omnivore","Nocturnal",4,"TRUE","1","0","1","1","0","0","0","0","0","0","1","0","0","Mammalia","Rodentia","Muridae","Apodemus",26.7,51.70703,1643.625,5.5
"753","Apodemus sylvaticus","Omnivore","Nocturnal",10,"TRUE","1","0","1","1","0","0","0","0","0","1","1","0","0","Mammalia","Rodentia","Muridae","Apodemus",23.4,62.965,1952.75,5.17
"754","Apodemus uralensis","Omnivore","Nocturnal",4,"TRUE","1","0","0","1","0","0","0","0","0","0","1","0","0","Mammalia","Rodentia","Muridae","Apodemus",18.26,68,2310.20625,5.46
"755","Apodemus witherbyi","Omnivore","Nocturnal",3,"FALSE","0","0","1","0","0","0","0","0","0","0","0","0","0","Mammalia","Rodentia","Muridae","Apodemus",20.645,63.7696682166667,1738.9094021743,4.3491125
"756","Arvicola amphibius","Omnivore","Nocturnal",9,"TRUE","1","0","0","1","1","0","0","0","0","0","1","0","0","Mammalia","Rodentia","Cricetidae","Arvicola",114.375,48.215,1826.25,4.92
"757","Arvicola sapidus","Omnivore","Nocturnal",8,"FALSE","0","0","0","0","1","0","0","0","0","0","0","0","0","Mammalia","Rodentia","Cricetidae","Arvicola",219.99,48.10921,1278.48,4.125
"758","Arvicola scherman","Herbivore","Nocturnal",1,"FALSE","0","0","0","1","0","0","0","0","0","0","0","0","0","Mammalia","Rodentia","Cricetidae","Arvicola",97.5,48.10921,1826.25,5.09
"759","Atelerix algirus","Omnivore","Nocturnal",6,"TRUE","0","0","1","1","0","0","0","1","0","0","1","0","0","Mammalia","Erinaceomorpha","Erinaceidae","Atelerix",903.98,231.72072729,2556.75,3.125
"760","Barbastella barbastellus","Carnivore","Nocturnal",6,"FALSE","1","0","1","0","0","1","1","0","0","0","0","0","0","Mammalia","Chiroptera","Vespertilionidae","Barbastella",8.31,547.875,8030,1.865
"761","Barbastella leucomelas","Carnivore","Nocturnal",9,"FALSE","1","0","1","0","0","1","1","0","0","0","1","0","0","Mammalia","Chiroptera","Vespertilionidae","Barbastella",12.525,547.875,8400.75,2
"762","Bison bonasus","Herbivore","Nocturnal",9,"TRUE","1","0","1","1","0","0","0","0","0","0","1","0","0","Mammalia","Artiodactyla","Bovidae","Bison",624577.07,854.16,9862.56,1
"763","Calomyscus urartensis","Herbivore","Nocturnal",3,"FALSE","0","0","1","1","0","1","0","0","0","0","0","0","0","Mammalia","Rodentia","Calomyscidae","Calomyscus",21.22,347.763165343333,3433.35,3.33
"764","Canis aureus","Omnivore","Nocturnal",10,"TRUE","1","1","1","1","0","0","0","0","0","0","1","0","0","Mammalia","Carnivora","Canidae","Canis",10345.23,352.615,6180.6666667,3.845
"765","Canis lupus","Carnivore","Nocturnal",16,"TRUE","1","0","1","1","1","1","0","1","0","0","1","0","0","Mammalia","Carnivora","Canidae","Canis",27628.255,654.53618,8489.9375,4.98
"766","Capra caucasica","Herbivore","Nocturnal",4,"FALSE","1","0","1","1","0","1","0","0","0","0","0","0","0","Mammalia","Artiodactyla","Bovidae","Capra",54074.76,1001.23716,7704.58,1.095
"767","Capra hircus","Herbivore","Other",4.20904761904762,"FALSE","0","1","1","1","0","0","0","0","0","0","0","0","0","Mammalia","Artiodactyla","Bovidae","Capra",62800.388125,532.357,6883.006,1.475
"768","Capra ibex","Herbivore","Other",2,"FALSE","0","0","0","1","0","1","0","0","0","0","0","0","0","Mammalia","Artiodactyla","Bovidae","Capra",77000,937.7125,8145.075,1.145
"769","Capra pyrenaica","Herbivore","Other",3,"FALSE","1","0","1","0","0","1","0","0","0","0","0","0","0","Mammalia","Artiodactyla","Bovidae","Capra",55449.385,810.892034516667,5844,1.5
"770","Capreolus capreolus","Herbivore","Nocturnal",14,"TRUE","1","0","1","1","1","0","0","0","0","0","1","0","0","Mammalia","Artiodactyla","Cervidae","Capreolus",22500,467.485,6265.8333333,1.7875
"771","Capreolus pygargus","Herbivore","Other",8,"TRUE","1","0","1","1","1","0","0","0","0","0","1","0","0","Mammalia","Artiodactyla","Cervidae","Capreolus",41371.03,721.42,6716.3625,1.9475
"772","Castor fiber","Herbivore","Nocturnal",10,"FALSE","1","0","1","0","1","0","0","0","0","0","1","0","0","Mammalia","Rodentia","Castoridae","Castor",19000,1013.51048,9132,3.0025
"773","Cervus elaphus","Herbivore","Other",10.5175333333333,"TRUE","1","0","1","1","1","0","0","0","0","0","1","0","0","Mammalia","Artiodactyla","Cervidae","Cervus",56673.6524608333,617.346596025,7163.59700406113,1.56645583333333
"774","Chionomys gud","Herbivore","Nocturnal",2,"FALSE","0","0","0","0","0","1","0","0","0","0","0","0","0","Mammalia","Rodentia","Cricetidae","Chionomys",54,371.23,849.20625,3.42
"775","Chionomys nivalis","Herbivore","Nocturnal",1.19122777777778,"FALSE","0","0","0","1","0","0","0","0","0","0","0","0","0","Mammalia","Rodentia","Cricetidae","Chionomys",79.6198447805561,73.69082703,1521.12528992473,4.13064791666667
"776","Chionomys roberti","Herbivore","Nocturnal",1,"FALSE","1","0","0","0","0","0","0","0","0","0","0","0","0","Mammalia","Rodentia","Cricetidae","Chionomys",93.5,121.3793126575,1723.1689958336,1.94
"777","Cricetulus migratorius","Carnivore","Nocturnal",9,"TRUE","1","0","1","1","0","0","0","1","0","0","1","0","0","Mammalia","Rodentia","Cricetidae","Cricetulus",30.7,121.790150871667,879.64374987825,4.925
"778","Cricetus cricetus","Omnivore","Other",6,"TRUE","0","0","1","1","0","0","0","0","0","0","1","0","0","Mammalia","Rodentia","Cricetidae","Cricetus",428.95,78.86,1461,7.14
"779","Crocidura arispa","Carnivore","Nocturnal",1,"FALSE","0","0","0","0","0","1","0","0","0","0","0","0","0","Mammalia","Soricomorpha","Soricidae","Crocidura",10.21,146.780713066667,1604.37606125271,4.15021916666667
"780","Crocidura armenica","Carnivore","Nocturnal",1,"FALSE","0","0","0","0","0","1","0","0","0","0","0","0","0","Mammalia","Soricomorpha","Soricidae","Crocidura",11.071448215,147.237912866667,1608.57643625271,4.23180416666667
"781","Crocidura canariensis","Carnivore","Nocturnal",5,"FALSE","0","0","1","0","0","0","0","1","0","1","1","0","0","Mammalia","Soricomorpha","Soricidae","Crocidura",7.5,189.31042291,1760.95671915592,2.1
"782","Crocidura caspica","Carnivore","Nocturnal",1,"FALSE","0","0","0","0","0","0","0","0","0","0","0","0","0","Mammalia","Soricomorpha","Soricidae","Crocidura",10.42,174.81306,1461,4.02
"783","Crocidura ichnusae","Carnivore","Nocturnal",1.32168809523809,"FALSE","0","0","0","0","0","1","0","0","0","0","0","0","0","Mammalia","Soricomorpha","Soricidae","Crocidura",36.7797053937395,199.58336455,1717.3345924954,3.87047678571429
"784","Crocidura leucodon","Carnivore","Nocturnal",1.32168809523809,"FALSE","0","0","0","0","0","1","0","0","0","0","0","0","0","Mammalia","Soricomorpha","Soricidae","Crocidura",36.7797053937395,199.58336455,1717.3345924954,3.87047678571429
"785","Crocidura russula","Carnivore","Nocturnal",5,"TRUE","0","0","1","0","0","0","0","0","0","0","1","0","0","Mammalia","Soricomorpha","Soricidae","Crocidura",9.89,70.94,1314,4.04
"786","Crocidura serezkyensis","Carnivore","Nocturnal",1,"FALSE","0","0","0","0","0","0","0","0","0","0","0","0","0","Mammalia","Soricomorpha","Soricidae","Crocidura",9.253670278,159.402287696667,1343.33281696916,4.6757190625
"787","Crocidura sicula","Carnivore","Nocturnal",5,"TRUE","0","0","1","0","0","0","0","0","0","0","1","0","0","Mammalia","Soricomorpha","Soricidae","Crocidura",8.87,93.04,1461,4.38
"788","Crocidura suaveolens","Carnivore","Other",9,"TRUE","0","0","1","1","0","1","0","0","0","1","1","0","0","Mammalia","Soricomorpha","Soricidae","Crocidura",7.35,169.485,986.256,3.745
"789","Crocidura zimmermanni","Carnivore","Nocturnal",2,"FALSE","0","0","0","0","0","1","0","0","0","0","0","0","0","Mammalia","Soricomorpha","Soricidae","Crocidura",10.35,75,1461,4.04
"790","Dama dama","Herbivore","Other",6,"FALSE","1","0","1","1","0","0","0","0","0","0","1","0","0","Mammalia","Artiodactyla","Cervidae","Dama",57224.61,527.175,8890.875,1.035
"791","Desmana moschata","Carnivore","Nocturnal",2,"FALSE","0","0","0","0","1","0","0","0","0","0","0","0","0","Mammalia","Soricomorpha","Talpidae","Desmana",427.64,150.96256,3652.5,4.35
"792","Dicrostonyx torquatus","Herbivore","Nocturnal",5,"FALSE","0","0","1","1","1","0","0","0","0","0","0","0","0","Mammalia","Rodentia","Cricetidae","Dicrostonyx",78.77,91.308,1387.95,3.85
"793","Dinaromys bogdanovi","Herbivore","Nocturnal",1,"FALSE","0","0","0","0","0","1","0","0","0","0","0","0","0","Mammalia","Rodentia","Cricetidae","Dinaromys",56,147.461389203333,1719.68289901281,2.5
"794","Diplomesodon pulchellum","Carnivore","Nocturnal",1,"FALSE","0","0","0","0","0","0","0","1","0","0","0","0","0","Mammalia","Soricomorpha","Soricidae","Diplomesodon",10.75,216.06955782,1134.39328071672,4.9925
"795","Dipodillus dasyurus","Omnivore","Nocturnal",2.25566666666667,"FALSE","0","1","0","0","0","0","0","0","0","0","0","0","0","Mammalia","Rodentia","Muridae","Dipodillus",25.5,166.986690271667,639.1875,4.01
"796","Dipus sagitta","Omnivore","Nocturnal",2,"FALSE","0","0","1","0","0","0","0","1","0","0","0","0","0","Mammalia","Rodentia","Dipodidae","Dipus",87.325,83.699,304.37499987825,3.4625
"797","Dryomys laniger","Omnivore","Nocturnal",1,"FALSE","0","0","0","0","0","1","0","0","0","0","0","0","0","Mammalia","Rodentia","Gliridae","Dryomys",22.955,344.303231496667,2175.27484990661,4.18
"798","Dryomys nitedula","Omnivore","Nocturnal",8,"TRUE","1","0","1","0","0","1","0","0","0","0","1","0","0","Mammalia","Rodentia","Gliridae","Dryomys",29.5,285.686014583333,1478.25,3.24
"799","Eliomys melanurus","Omnivore","Nocturnal",4,"FALSE","1","0","1","0","0","1","0","0","0","0","0","0","0","Mammalia","Rodentia","Gliridae","Eliomys",100.36,456.424,2263.775,4.99
"800","Eliomys quercinus","Omnivore","Nocturnal",4,"FALSE","1","0","0","0","0","1","0","0","0","0","1","0","0","Mammalia","Rodentia","Gliridae","Eliomys",114.805,511.392,2008.875,4.99
"801","Ellobius lutescens","Herbivore","Nocturnal",1,"FALSE","0","0","0","1","0","0","0","0","0","0","0","0","0","Mammalia","Rodentia","Cricetidae","Ellobius",117.31,100.86236611,1844.10817652897,4.165
"802","Ellobius talpinus","Herbivore","Nocturnal",1,"FALSE","0","0","0","1","0","0","0","0","0","0","0","0","0","Mammalia","Rodentia","Cricetidae","Ellobius",39.5,92.61585,213.06249987825,3.6525
"803","Eptesicus bottae","Carnivore","Nocturnal",8,"TRUE","0","0","1","0","0","1","0","1","0","0","1","0","0","Mammalia","Chiroptera","Vespertilionidae","Eptesicus",14.945,375.443876811905,4383,2
"804","Eptesicus gobiensis","Carnivore","Nocturnal",1,"FALSE","0","0","0","0","0","0","0","1","0","0","0","0","0","Mammalia","Chiroptera","Vespertilionidae","Eptesicus",10.056923075,394.787317325,5661.375,1.25
"805","Eptesicus nilssonii","Carnivore","Nocturnal",14,"TRUE","1","0","0","0","1","0","1","1","0","0","1","0","0","Mammalia","Chiroptera","Vespertilionidae","Eptesicus",11.761923075,441.588910183333,5661.84,1.5
"806","Eptesicus serotinus","Carnivore","Nocturnal",12,"TRUE","1","0","1","1","0","1","1","0","0","0","1","0","0","Mammalia","Chiroptera","Vespertilionidae","Eptesicus",22.86,404.980791811905,4562.5,1.5
"807","Erinaceus concolor","Carnivore","Nocturnal",8,"TRUE","1","0","1","0","0","0","0","0","0","0","1","0","0","Mammalia","Erinaceomorpha","Erinaceidae","Erinaceus",719,221.1815,3834.25,4.865
"808","Erinaceus europaeus","Carnivore","Nocturnal",7,"TRUE","1","0","0","1","0","0","0","0","0","0","1","0","0","Mammalia","Erinaceomorpha","Erinaceidae","Erinaceus",774.475,262.6,5113.5,4.43
"809","Erinaceus roumanicus","Carnivore","Nocturnal",6,"TRUE","1","0","1","0","0","0","0","0","0","0","1","0","0","Mammalia","Erinaceomorpha","Erinaceidae","Erinaceus",771,243.013,5113.5,4.5
"810","Felis chaus","Carnivore","Other",14,"FALSE","1","1","1","1","1","0","0","1","0","0","0","0","0","Mammalia","Carnivora","Felidae","Felis",7392.98,383.18,5353.3333333,2.97
"811","Felis manul","Carnivore","Nocturnal",9.4112683982684,"FALSE","1","1","1","1","0","0","0","1","0","0","0","0","0","Mammalia","Carnivora","Felidae","Felis",3275,365.116,5632.1125,4.485
"812","Felis margarita","Carnivore","Nocturnal",1,"FALSE","0","0","0","0","0","0","0","1","0","0","0","0","0","Mammalia","Carnivora","Felidae","Felis",2750,273.962,5075.2375,4.31
"813","Felis silvestris","Carnivore","Other",7.75761904761905,"FALSE","1","1","1","1","0","0","0","1","0","0","0","0","0","Mammalia","Carnivora","Felidae","Felis",26736.53875,671.735809041666,7738.16138056842,2.97603648809524
"814","Galemys pyrenaicus","Carnivore","Nocturnal",1,"FALSE","0","0","0","0","1","0","0","0","0","0","0","0","0","Mammalia","Soricomorpha","Talpidae","Galemys",60.4525,461.0385,1826.25,3.5925
"815","Gazella subgutturosa","Herbivore","Other",4.55990476190476,"FALSE","1","1","1","1","0","0","0","0","0","0","0","0","0","Mammalia","Artiodactyla","Bovidae","Gazella",158022.781276935,770.342985579546,7656.04328337318,1.04302142857143
"816","Genetta genetta","Omnivore","Nocturnal",12,"FALSE","1","1","1","0","0","1","0","0","0","0","1","0","0","Mammalia","Carnivora","Viverridae","Genetta",1800,1370.87,12418.5,2.29
"817","Glis glis","Omnivore","Other",5,"TRUE","1","0","1","0","0","0","0","0","0","0","1","0","0","Mammalia","Rodentia","Gliridae","Glis",134.0675,334.0604,3287.25,4.95
"818","Gulo gulo","Omnivore","Nocturnal",7,"FALSE","1","0","1","1","0","1","0","0","0","0","0","0","0","Mammalia","Carnivora","Mustelidae","Gulo",14902.525,761.45,6752.5,2.84
"819","Hemiechinus auritus","Carnivore","Nocturnal",5,"TRUE","0","0","1","0","0","0","0","1","0","0","1","0","0","Mammalia","Erinaceomorpha","Erinaceidae","Hemiechinus",342,213.026,2628,3.87
"820","Herpestes ichneumon","Omnivore","Nocturnal",9,"FALSE","1","1","1","1","1","0","0","0","0","0","0","0","0","Mammalia","Carnivora","Herpestidae","Herpestes",2980.02,730.1085,7305,2.9775
"821","Hyaena hyaena","Omnivore","Other",9,"FALSE","1","1","1","1","1","0","0","0","0","0","0","0","0","Mammalia","Carnivora","Hyaenidae","Hyaena",38387.81,877.92899,8881.6666667,2.47
"822","Hypsugo savii","Carnivore","Nocturnal",12,"TRUE","1","0","1","1","1","1","0","1","0","0","1","0","0","Mammalia","Chiroptera","Vespertilionidae","Hypsugo",6.3,78.66,456.5625,2
"823","Hystrix cristata","Herbivore","Nocturnal",8,"TRUE","1","1","1","1","0","1","0","0","0","0","1","0","0","Mammalia","Rodentia","Hystricidae","Hystrix",16250,554.376266433334,10319.378125,2.015
"824","Hystrix indica","Herbivore","Nocturnal",9,"TRUE","1","0","1","1","0","0","0","0","0","0","1","0","0","Mammalia","Rodentia","Hystricidae","Hystrix",14298.6,559.1387435,9894.8875,1.865
"825","Lagurus lagurus","Herbivore","Nocturnal",4,"TRUE","0","0","1","1","0","0","0","0","0","0","1","0","0","Mammalia","Rodentia","Cricetidae","Lagurus",20.45,41.41,1392.040625,4.25
"826","Lemmus lemmus","Herbivore","Nocturnal",5,"FALSE","0","0","1","1","1","0","0","0","0","0","0","0","0","Mammalia","Rodentia","Cricetidae","Lemmus",67.62,28.335,967.25,5.11
"827","Lemmus sibiricus","Herbivore","Nocturnal",6,"FALSE","1","0","1","1","1","0","0","0","0","0","0","0","0","Mammalia","Rodentia","Cricetidae","Lemmus",53.81,47.53524,608.75000012175,6.0796875
"828","Lepus capensis","Herbivore","Other",7,"TRUE","0","0","1","1","0","0","0","1","0","0","1","0","0","Mammalia","Lagomorpha","Leporidae","Lepus",2202.555,186.23782,3250.725,2.475
"829","Lepus castroviejoi","Herbivore","Nocturnal",3,"TRUE","1","0","1","0","0","0","0","0","0","0","1","0","0","Mammalia","Lagomorpha","Leporidae","Lepus",2822.41,232.307187441905,3422.3416291641,1.95
"830","Lepus corsicanus","Herbivore","Nocturnal",7,"TRUE","1","0","1","1","0","0","0","0","0","0","1","1","0","Mammalia","Lagomorpha","Leporidae","Lepus",3336.665,227.66128,4383,2.44
"831","Lepus europaeus","Herbivore","Other",6,"TRUE","0","0","1","1","0","0","0","0","0","0","1","0","0","Mammalia","Lagomorpha","Leporidae","Lepus",3740,219.30564,4383,2.29
"832","Lepus granatensis","Herbivore","Nocturnal",5,"TRUE","1","0","1","1","0","0","0","0","0","0","1","0","0","Mammalia","Lagomorpha","Leporidae","Lepus",3166.97,200.04564,3250.725,1.95
"833","Lepus timidus","Herbivore","Nocturnal",7,"TRUE","1","0","1","1","1","0","0","0","0","0","1","0","0","Mammalia","Lagomorpha","Leporidae","Lepus",3048,265.85314,6572.25,3.16
"834","Lepus tolai","Herbivore","Nocturnal",2,"FALSE","0","0","0","1","0","1","0","0","0","0","0","0","0","Mammalia","Lagomorpha","Leporidae","Lepus",1833.7775,227.66128,3250.725,2.8425
"835","Lutra lutra","Carnivore","Nocturnal",32,"TRUE","1","0","1","1","1","0","0","0","1","1","1","0","0","Mammalia","Carnivora","Mustelidae","Lutra",8297.2425,624.38,8035.5,2.0225
"836","Lynx lynx","Carnivore","Other",11,"FALSE","1","0","1","1","0","1","0","1","0","0","0","0","0","Mammalia","Carnivora","Felidae","Lynx",19300,780.51,9788.7,2.275
"837","Lynx pardinus","Carnivore","Nocturnal",1,"FALSE","0","0","1","0","0","0","0","0","0","0","0","0","0","Mammalia","Carnivora","Felidae","Lynx",10225,374.244104966667,4564.125,2.5
"838","Marmota baibacina","Herbivore","Other",2,"FALSE","0","0","0","1","0","0","0","0","0","0","0","0","0","Mammalia","Rodentia","Sciuridae","Marmota",5375,821.54,6574.5,5.69
"839","Marmota bobak","Herbivore","Other",1,"FALSE","0","0","0","1","0","0","0","0","0","0","0","0","0","Mammalia","Rodentia","Sciuridae","Marmota",6400,1205.0715,5478.75,6.075
"840","Marmota marmota","Herbivore","Other",3,"TRUE","0","0","0","1","0","1","0","0","0","0","1","0","0","Mammalia","Rodentia","Sciuridae","Marmota",3500,803.2675,6574.5,4.095
"841","Martes foina","Omnivore","Nocturnal",6,"TRUE","1","0","1","0","0","1","0","0","0","0","1","0","0","Mammalia","Carnivora","Mustelidae","Martes",1675,690.73,6618.6666667,3.78
"842","Martes martes","Omnivore","Nocturnal",5,"TRUE","1","0","1","0","0","0","0","0","0","0","1","0","0","Mammalia","Carnivora","Mustelidae","Martes",1299.995,487.8525,6351,3.645
"843","Martes zibellina","Omnivore","Other",2,"FALSE","1","0","0","0","0","0","0","0","0","0","0","0","0","Mammalia","Carnivora","Mustelidae","Martes",1130,470.69375,5888.6666667,3.13
"844","Meles leucurus","Omnivore","Other",9,"TRUE","1","0","1","1","0","0","0","0","0","0","1","0","0","Mammalia","Carnivora","Mustelidae","Meles",11884.03,384.1385,7046.825,3.11
"845","Meles meles","Omnivore","Other",10,"TRUE","1","0","1","1","0","0","0","1","0","0","1","0","0","Mammalia","Carnivora","Mustelidae","Meles",12442.015,402.52425,6205,3.11
"846","Meriones crassus","Omnivore","Nocturnal",1,"FALSE","0","0","0","0","0","0","0","1","0","0","0","0","0","Mammalia","Rodentia","Muridae","Meriones",69.94,72.2275,2045.4,4.105
"847","Meriones dahli","Omnivore","Nocturnal",2,"FALSE","0","0","0","0","0","0","0","1","0","0","0","0","0","Mammalia","Rodentia","Muridae","Meriones",77.00194402,108.247512053333,1904.85337540679,4.02369458333334
"848","Meriones libycus","Herbivore","Other",5,"TRUE","0","0","1","0","1","0","0","1","0","0","1","0","0","Mammalia","Rodentia","Muridae","Meriones",91.33,92.054,1898.65,4.755
"849","Meriones meridianus","Herbivore","Nocturnal",3,"FALSE","0","0","1","0","0","0","0","1","0","0","0","0","0","Mammalia","Rodentia","Muridae","Meriones",57.55,106.6666616,2482.85,5.62
"850","Meriones persicus","Omnivore","Nocturnal",4,"FALSE","0","0","1","1","0","1","0","0","0","0","0","0","0","Mammalia","Rodentia","Muridae","Meriones",103.76,109.073091983333,2190.75,5.08
"851","Meriones tamariscinus","Herbivore","Nocturnal",6,"TRUE","0","0","1","1","0","0","0","1","0","0","1","0","0","Mammalia","Rodentia","Muridae","Meriones",120,87.78242035,1488.39375,4.0825
"852","Meriones tristrami","Herbivore","Nocturnal",3,"FALSE","0","0","1","0","0","0","0","1","0","0","1","0","0","Mammalia","Rodentia","Muridae","Meriones",108.31,97.24248,1701.45624987825,5.7025
"853","Meriones vinogradovi","Herbivore","Nocturnal",3,"FALSE","0","0","1","0","0","1","0","0","0","0","0","0","0","Mammalia","Rodentia","Muridae","Meriones",133.5,149.19639335,1831.0833333,7.24
"854","Mesocricetus auratus","Omnivore","Nocturnal",1,"TRUE","0","0","0","0","0","0","0","0","0","0","1","0","0","Mammalia","Rodentia","Cricetidae","Mesocricetus",101.8,49.485,3652.5,8.74
"855","Mesocricetus brandti","Omnivore","Nocturnal",4,"TRUE","0","0","1","1","0","0","0","0","0","0","1","0","0","Mammalia","Rodentia","Cricetidae","Mesocricetus",153.1,44.82143,2629.25,8.8
"856","Mesocricetus newtoni","Omnivore","Nocturnal",5,"TRUE","0","0","1","1","0","0","0","0","0","0","1","0","0","Mammalia","Rodentia","Cricetidae","Mesocricetus",101.25,48,3652.5,8.69
"857","Mesocricetus raddei","Herbivore","Nocturnal",2,"TRUE","0","0","0","1","0","0","0","0","0","0","1","0","0","Mammalia","Rodentia","Cricetidae","Mesocricetus",105,48,3652.5,8.89
"858","Micromys minutus","Omnivore","Nocturnal",12,"TRUE","1","0","1","1","1","0","0","0","0","0","1","0","0","Mammalia","Rodentia","Muridae","Micromys",6.99,37.935,1826.25,5.035
