"","Source","Target","species","auc","aucpr","prevalence"
"1425","arctic","pyrenees","Luscinia megarhynchos",0.915384615384615,0.227881297446515,0.00763358778625954
"1426","arctic","pyrenees","Alcedo atthis",0.872448979591837,0.509803921568627,0.00254452926208651
"1427","arctic","pyrenees","Falco columbarius",0.862691960252936,0.230502740064564,0.0610687022900763
"1428","arctic","pyrenees","Carduelis carduelis",0.959090909090909,0.398109623969702,0.0203562340966921
"1429","arctic","pyrenees","Sturnus vulgaris",0.947881960970966,0.437026072379066,0.0279898218829517
"1430","arctic","pyrenees","Phoenicurus ochruros",0.980818414322251,0.779411764705882,0.00508905852417303
"1431","arctic","pyrenees","Milvus migrans",0.738624338624339,0.10534075740653,0.0381679389312977
"1432","arctic","pyrenees","Streptopelia turtur",0.903608247422681,0.273956870419401,0.0127226463104326
"1433","arctic","pyrenees","Dendrocopos major",0.922727272727273,0.483643853833551,0.0203562340966921
"1434","arctic","pyrenees","Ptyonoprogne rupestris",0.994897959183674,0.666666666666667,0.00254452926208651
"1435","arctic","pyrenees","Emberiza cirlus",0.959183673469388,0.529411764705882,0.00254452926208651
"1436","arctic","pyrenees","Mustela vison",0.671354552183568,0.131452286471091,0.0178117048346056
"1437","arctic","pyrenees","Emberiza hortulana",0.951530612244898,0.525,0.00254452926208651
"1438","arctic","pyrenees","Ficedula hypoleuca",0.936224489795918,0.519230769230769,0.00254452926208651
"1439","arctic","pyrenees","Upupa epops",0.941237113402062,0.316959247648903,0.0127226463104326
"1440","arctic","pyrenees","Lanius meridionalis",0.973145780051151,0.338888888888889,0.00508905852417303
"1441","arctic","pyrenees","Lullula arborea",0.975703324808184,0.773809523809524,0.00508905852417303
"1442","arctic","pyrenees","Delichon urbicum",0.923076923076923,0.528769841269841,0.00763358778625954
"1443","arctic","pyrenees","Malpolon monspessulanus",0.580310880829015,0.0982203739616258,0.0178117048346056
"1444","arctic","pyrenees","Sus scrofa",0.843573313230305,0.362309560987564,0.0356234096692112
"1445","arctic","pyrenees","Fringilla coelebs",0.944225721784777,0.423756538600289,0.0305343511450382
"1446","arctic","pyrenees","Linaria cannabina",0.949074074074074,0.395538446269024,0.0229007633587786
"1447","arctic","pyrenees","Pica pica",0.726851851851852,0.138737437499271,0.0229007633587786
"1448","arctic","pyrenees","Turdus philomelos",0.946850393700787,0.557027448597047,0.0305343511450382
"1449","arctic","pyrenees","Columba oenas",0.98034188034188,0.322619047619048,0.00763358778625954
"1450","arctic","pyrenees","Motacilla alba",0.941860465116279,0.308738425925926,0.0152671755725191
"1451","arctic","pyrenees","Oenanthe oenanthe",0.990598290598291,0.491071428571429,0.00763358778625954
"1452","arctic","pyrenees","Sorex araneus",0.903394255874674,0.200573349921407,0.0254452926208651
"1453","arctic","pyrenees","Jynx torquilla",0.965938303341902,0.47816742081448,0.0101781170483461
"1454","arctic","pyrenees","Hirundo rustica",0.911283376399655,0.347753764912848,0.0152671755725191
"1455","arctic","pyrenees","Dryocopus martius",0.941176470588235,0.296401515151515,0.00508905852417303
"1456","arctic","pyrenees","Alectoris rufa",0.937664041994751,0.295884613565166,0.0305343511450382
"1457","arctic","pyrenees","Merops apiaster",0.941880341880342,0.240620490620491,0.00763358778625954
"1458","arctic","pyrenees","Emberiza calandra",0.951030927835052,0.43237180548656,0.0127226463104326
"1459","arctic","pyrenees","Emberiza cia",0.854219948849105,0.267195767195767,0.00508905852417303
"1460","arctic","pyrenees","Loxia curvirostra",0.988431876606684,0.57521645021645,0.0101781170483461
"1461","arctic","pyrenees","Lanius collurio",0.614395886889461,0.384737680854905,0.0101781170483461
"1462","arctic","pyrenees","Timon lepidus",0.928530092592592,0.23555220614963,0.0229007633587786
"1463","arctic","pyrenees","Cuculus canorus",0.966233766233766,0.413808170995671,0.0203562340966921
"1464","arctic","pyrenees","Suncus etruscus",0.906837606837607,0.275805152979066,0.00763358778625954
"1465","arctic","pyrenees","Periparus ater",0.914728682170543,0.329899342595047,0.0152671755725191
"1466","arctic","pyrenees","Anas platyrhynchos",0.96780162842339,0.455765639589169,0.0178117048346056
"1467","arctic","pyrenees","Pernis apivorus",0.989795918367347,0.6,0.00254452926208651
"1468","arctic","pyrenees","Columba palumbus",0.972584856396867,0.46698951375422,0.0254452926208651
"1469","arctic","pyrenees","Picus viridis",0.94987146529563,0.58531746031746,0.0101781170483461
"1470","arctic","pyrenees","Sylvia atricapilla",0.908097686375321,0.412973375970106,0.0101781170483461
"1471","arctic","pyrenees","Passer montanus",0.945360824742268,0.389615384615385,0.0127226463104326
"1472","arctic","pyrenees","Parus major",0.923611111111111,0.303899572649573,0.0229007633587786
"1473","arctic","pyrenees","Turdus merula",0.819297082228117,0.29505147951859,0.0407124681933842
"1474","arctic","pyrenees","Caprimulgus europaeus",0.97008547008547,0.350574712643678,0.00763358778625954
"1475","arctic","pyrenees","Serinus serinus",0.92159383033419,0.197967657342657,0.0101781170483461
"1476","arctic","pyrenees","Pyrrhocorax pyrrhocorax",0.963247863247863,0.569444444444444,0.00763358778625954
"1477","arctic","pyrenees","Corvus corax",0.682519280205656,0.173183900975779,0.0101781170483461
"1478","arctic","pyrenees","Acrocephalus arundinaceus",1,1,0.00254452926208651
"1479","arctic","pyrenees","Falco peregrinus",0.776366843033509,0.115771509662549,0.0381679389312977
"1480","arctic","pyrenees","Phasianus colchicus",0.958762886597938,0.280789102202146,0.0127226463104326
"1481","arctic","pyrenees","Certhia brachydactyla",0.952136752136752,0.561698717948718,0.00763358778625954
"1482","arctic","pyrenees","Circaetus gallicus",0.808093994778068,0.167655553334352,0.0254452926208651
"1483","arctic","pyrenees","Accipiter nisus",0.839306263356896,0.452003395906734,0.195928753180662
"1484","arctic","pyrenees","Strix aluco",0.83912037037037,0.206204971745248,0.0229007633587786
"1485","arctic","pyrenees","Pyrrhula pyrrhula",0.978632478632479,0.631944444444444,0.00763358778625954
"1486","arctic","pyrenees","Motacilla cinerea",0.973145780051151,0.4,0.00508905852417303
"1487","arctic","pyrenees","Prunella modularis",0.942735042735043,0.602930402930403,0.00763358778625954
"1488","arctic","pyrenees","Saxicola torquatus",0.955555555555556,0.642948717948718,0.00763358778625954
"1489","arctic","pyrenees","Oriolus oriolus",0.970437017994859,0.542582417582418,0.0101781170483461
"1490","arctic","pyrenees","Motacilla flava",0.982097186700767,0.368055555555556,0.00508905852417303
"1491","arctic","pyrenees","Turdus viscivorus",0.80551948051948,0.135707967226589,0.0203562340966921
"1492","arctic","pyrenees","Psammodromus algirus",0.878983634797588,0.146122320691166,0.0152671755725191
"1493","arctic","pyrenees","Crocidura russula",0.90162962962963,0.296483144341709,0.0458015267175573
"1494","arctic","pyrenees","Anthus trivialis",0.940874035989717,0.21113767245627,0.0101781170483461
"1495","arctic","pyrenees","Corvus corone",0.734415584415584,0.122166390371178,0.0203562340966921
"1496","arctic","pyrenees","Garrulus glandarius",0.785117493472585,0.119771694348503,0.0254452926208651
"1497","arctic","pyrenees","Buteo buteo",0.824866164099202,0.364517779146544,0.137404580152672
"1498","arctic","pyrenees","Erithacus rubecula",0.926939552594003,0.318864368684525,0.0279898218829517
"1499","arctic","pyrenees","Coturnix coturnix",0.947446336047372,0.313449379751901,0.0178117048346056
"1500","arctic","pyrenees","Streptopelia decaocto",0.77008547008547,0.189647636471183,0.00763358778625954
"1501","arctic","pyrenees","Aquila chrysaetos",0.895560488346281,0.552709543184673,0.134860050890585
"1502","arctic","pyrenees","Milvus milvus",0.805154639175258,0.137225239296728,0.0127226463104326
"1503","arctic","pyrenees","Canis lupus",0.937606837606838,0.242261497900596,0.00763358778625954
"1504","arctic","pyrenees","Hieraaetus pennatus",0.706247694010577,0.189708806286867,0.119592875318066
"1505","arctic","pyrenees","Circus aeruginosus",0.859963269054178,0.364770282025272,0.0763358778625954
"1506","arctic","pyrenees","Circus cyaneus",0.989795918367347,0.6,0.00254452926208651
"1507","arctic","pyrenees","Aquila fasciata",0.848284960422163,0.22743868403697,0.0356234096692112
"1508","arctic","pyrenees","Aegypius monachus",0.951530612244898,0.525,0.00254452926208651
"1509","arctic","pyrenees","Lutra lutra",0.403061224489796,0.502127659574468,0.00254452926208651
"1510","arctic","serengeti","Phrynobatrachus mababiensis",0.867045268164671,0.465923675935598,0.145135566188198
"1511","arctic","serengeti","Afrixalus stuhlmanni",0.86552812858783,0.448744490670626,0.145135566188198
"1512","arctic","serengeti","Hyperolius nasutus",0.884328358208955,0.478284204741457,0.145135566188198
"1513","arctic","serengeti","Afrixalus quadrivittatus",0.867393800229621,0.468657285119665,0.145135566188198
"1514","arctic","serengeti","Hyperolius glandicolor",0.880125471543382,0.453604826972832,0.145135566188198
"1515","arctic","serengeti","Phrynobatrachus acridoides",0.872785796293258,0.468210839472997,0.145135566188198
"1516","arctic","serengeti","Hemisus marmoratus",0.882606199770379,0.459197915169631,0.145135566188198
"1517","arctic","serengeti","Phrynomantis bifasciatus",0.876927177300311,0.466645088912694,0.145135566188198
"1518","arctic","serengeti","Kassina senegalensis",0.863190913564048,0.445989199020525,0.145135566188198
"1519","arctic","serengeti","Leptopelis bocagii",0.767016565524027,0.412083932381297,0.145135566188198
"1520","arctic","serengeti","Ptychadena anchietae",0.880432999835985,0.456085644599697,0.145135566188198
"1521","arctic","serengeti","Sclerophrys gutturalis",0.817328194193864,0.435194704683866,0.145135566188198
"1522","arctic","serengeti","Amnirana galamensis",0.849454649827784,0.463101976505899,0.145135566188198
"1523","arctic","serengeti","Schismaderma carens",0.741676234213546,0.395898320965938,0.145135566188198
"1524","arctic","serengeti","Ptychadena mascareniensis",0.851340823355748,0.441460803144022,0.145135566188198
"1525","arctic","serengeti","Afronycteris nanus",0.9463133640553,0.181238844224924,0.0111642743221691
"1526","arctic","serengeti","Coleura afra",0.55668202764977,0.0880749543801977,0.0111642743221691
"1527","arctic","serengeti","Pseudoromicia tenuipinnis",0.942396313364055,0.216581345803044,0.0111642743221691
"1528","arctic","serengeti","Kerivoula lanosa",0.952534562211982,0.195507635108757,0.0111642743221691
"1529","arctic","serengeti","Myotis bocagii",0.947926267281106,0.191200692525725,0.0111642743221691
"1530","arctic","serengeti","Nycticeinops schlieffenii",0.953225806451613,0.195579931233684,0.0111642743221691
"1531","arctic","serengeti","Nycteris hispida",0.955299539170507,0.201337273028524,0.0111642743221691
"1532","arctic","serengeti","Scotoecus albofuscus",0.945852534562212,0.17247124325768,0.0111642743221691
"1533","arctic","serengeti","Mimetillus moloneyi",0.955529953917051,0.213471842637764,0.0111642743221691
"1534","arctic","serengeti","Myotis tricolor",0.961059907834101,0.21279357897005,0.0111642743221691
"1535","arctic","serengeti","Laephotis wintoni",0.955299539170507,0.316037553702141,0.0111642743221691
"1536","arctic","serengeti","Nycteris macrotis",0.954377880184332,0.238698970938102,0.0111642743221691
"1537","arctic","serengeti","Chaerephon pumilus",0.96221198156682,0.226694712972908,0.0111642743221691
"1538","arctic","serengeti","Glauconycteris variegata",0.96036866359447,0.220708021235887,0.0111642743221691
"1539","arctic","serengeti","Pseudoromicia rendalli",0.950460829493088,0.306521197939163,0.0111642743221691
"1540","arctic","serengeti","Miniopterus inflatus",0.940092165898617,0.188214134738957,0.0111642743221691
"1541","arctic","serengeti","Vansonia rueppellii",0.959216589861751,0.207315755989871,0.0111642743221691
"1542","arctic","serengeti","Scotoecus hirundo",0.954377880184332,0.199883807948324,0.0111642743221691
"1543","arctic","serengeti","Kerivoula argentata",0.947235023041475,0.29261247714909,0.0111642743221691
"1544","arctic","serengeti","Nycteris thebaica",0.959216589861751,0.223171125481308,0.0111642743221691
"1545","arctic","serengeti","Glauconycteris argentata",0.955299539170507,0.20793905018576,0.0111642743221691
"1546","arctic","serengeti","Taphozous mauritianus",0.954838709677419,0.238670783721086,0.0111642743221691
"1547","arctic","serengeti","Chaerephon major",0.953456221198157,0.25469037518727,0.0111642743221691
"1548","arctic","serengeti","Chaerephon bemmeleni",0.959216589861751,0.219567903414549,0.0111642743221691
"1549","arctic","serengeti","Cardioderma cor",0.954377880184332,0.21773214259977,0.0111642743221691
"1550","arctic","serengeti","Scotophilus leucogaster",0.9536866359447,0.249944656954158,0.0111642743221691
"1551","arctic","serengeti","Scotophilus nigrita",0.95184331797235,0.218873310395287,0.0111642743221691
"1552","arctic","serengeti","Lavia frons",0.958064516129032,0.219689991282154,0.0111642743221691
"1553","arctic","serengeti","Otomops martiensseni",0.945622119815668,0.201198222235603,0.0111642743221691
"1554","arctic","serengeti","Mops condylurus",0.944930875576037,0.308661926308985,0.0111642743221691
"1555","arctic","serengeti","Taphozous nudiventris",0.946774193548387,0.232675652539497,0.0111642743221691
"1556","arctic","serengeti","Tadarida fulminans",0.945391705069124,0.203792925118342,0.0111642743221691
"1557","arctic","serengeti","Hipposideros caffer",0.954377880184332,0.183852514724772,0.0111642743221691
"1558","arctic","serengeti","Macronycteris commersonii",0.904147465437788,0.213058123556189,0.0111642743221691
"1559","arctic","serengeti","Empidonax wrightii",0.907792533199699,0.174508594495902,0.0207336523125997
"1560","arctic","serengeti","Terpsiphone viridis",0.898897519418691,0.192163682519239,0.0207336523125997
"1561","arctic","serengeti","Cecropis abyssinica",0.919944875970935,0.206885042467369,0.0207336523125997
"1562","arctic","serengeti","Merops pusillus",0.903157103482835,0.202981526836594,0.0207336523125997
"1563","arctic","serengeti","Apus affinis",0.933099473816086,0.249883477786397,0.0207336523125997
"1564","arctic","serengeti","Ptyonoprogne fuligula",0.923703332498121,0.23124632039437,0.0207336523125997
"1565","arctic","serengeti","Motacilla aguimp",0.916812828864946,0.203224685455487,0.0207336523125997
"1566","arctic","serengeti","Vanellus coronatus",0.688423953896267,0.075157231393101,0.0207336523125997
"1567","arctic","serengeti","Apalis flavida",0.71660454815535,0.206845971415417,0.105263157894737
"1568","arctic","serengeti","Prinia subflava",0.740668719278345,0.218832013908017,0.105263157894737
"1569","arctic","serengeti","Cinnyris mariquensis",0.710824825798088,0.203613909545284,0.105263157894737
"1570","arctic","serengeti","Eremopterix leucopareia",0.70682763463512,0.20097528675527,0.105263157894737
"1571","arctic","serengeti","Cisticola chiniana",0.721141900286285,0.200864166613535,0.105263157894737
"1572","arctic","serengeti","Passer griseus",0.707583859990277,0.203019905193988,0.105263157894737
"1573","arctic","serengeti","Mirafra rufocinnamomea",0.663155620374871,0.194367495815555,0.105263157894737
"1574","arctic","serengeti","Pycnonotus barbatus",0.681872197914978,0.194944717753677,0.105263157894737
"1575","arctic","serengeti","Oenanthe pileata",0.690541781450873,0.202031088061002,0.105263157894737
"1576","arctic","serengeti","Trachyphonus darnaudii",0.683546696915681,0.204590536799348,0.105263157894737
"1577","arctic","serengeti","Tricholaema diademata",0.655458326581322,0.206722823260209,0.105263157894737
"1578","arctic","serengeti","Thamnolaea cinnamomeiventris",0.695106141630206,0.206410732942502,0.105263157894737
"1579","arctic","serengeti","Myrmecocichla nigra",0.708772214119806,0.202878309273777,0.105263157894737
"1580","arctic","serengeti","Caprimulgus poliocephalus",0.712607356992386,0.201213476615472,0.105263157894737
"1581","arctic","serengeti","Mirafra africana",0.674390968508616,0.197550772053828,0.105263157894737
"1582","arctic","serengeti","Lybius leucocephalus",0.569734780964727,0.165067687463107,0.105263157894737
"1583","arctic","serengeti","Lamprotornis superbus",0.635877491492464,0.184388519577291,0.105263157894737
"1584","arctic","serengeti","Bubalornis niger",0.547075028358451,0.149679275118589,0.105263157894737
"1585","arctic","serengeti","Lamprotornis purpuroptera",0.581645330308433,0.188028437138527,0.105263157894737
"1586","arctic","serengeti","Lamprotornis chalybaeus",0.579565710581754,0.164392853741431,0.105263157894737
"1587","arctic","serengeti","Spilopelia senegalensis",0.602495543672015,0.174850120265066,0.105263157894737
"1588","arctic","serengeti","Eremomela icteropygialis",0.594728652013228,0.211656006540667,0.154704944178628
"1589","arctic","serengeti","Parus fringillinus",0.627990663295078,0.217613061056587,0.154704944178628
"1590","arctic","serengeti","Nilaus afer",0.63289243337872,0.23670639778192,0.154704944178628
"1591","arctic","serengeti","Empidornis semipartitus",0.688912662906051,0.25684820637019,0.154704944178628
"1592","arctic","serengeti","Anaplectes rubriceps",0.668897101731181,0.246947757033806,0.154704944178628
"1593","arctic","serengeti","Dicrurus ludwigii",0.684827854503015,0.252427843369726,0.154704944178628
"1594","arctic","serengeti","Passer motitensis",0.651857615249951,0.246502607484541,0.154704944178628
"1595","arctic","serengeti","Anthus richardi",0.709414510795566,0.268860704360196,0.154704944178628
"1596","arctic","serengeti","Tchagra australis",0.677533553783312,0.257969496868063,0.154704944178628
"1597","arctic","serengeti","Macronyx ameliae",0.685197432406146,0.257515307542668,0.154704944178628
"1598","arctic","serengeti","Dicrurus adsimilis",0.651079556506517,0.239756417193248,0.154704944178628
"1599","arctic","serengeti","Laniarius funebris",0.686792452830189,0.257087578175087,0.154704944178628
"1600","arctic","serengeti","Halcyon chelicuti",0.702645399727681,0.260494588857026,0.154704944178628
"1601","arctic","serengeti","Dendropicos goertae",0.65535887959541,0.250415788215808,0.154704944178628
"1602","arctic","serengeti","Macronyx croceus",0.684866757440187,0.264188591876885,0.154704944178628
"1603","arctic","serengeti","Indicator indicator",0.652732931336315,0.250651160585767,0.154704944178628
"1604","arctic","serengeti","Lanius excubitoroides",0.687628865979382,0.265401325747413,0.154704944178628
"1605","arctic","serengeti","Lamprotornis hildebrandti",0.727543279517605,0.280263882161719,0.154704944178628
"1606","arctic","serengeti","Upupa epops",0.729216105815989,0.275996805505284,0.154704944178628
"1607","arctic","serengeti","Dinemellia dinemelli",0.738786228360241,0.301348317392094,0.154704944178628
"1608","arctic","serengeti","Eurocephalus anguitimens",0.719626531803154,0.290214950659046,0.154704944178628
"1609","arctic","serengeti","Phoeniculus purpureus",0.715989107177595,0.286415814051373,0.154704944178628
"1610","arctic","serengeti","Urolestes melanoleucus",0.71246839136355,0.263658257636597,0.154704944178628
"1611","arctic","serengeti","Sylvietta whytii",0.78124429848568,0.0942854384646876,0.0287081339712919
"1612","arctic","serengeti","Chalcomitra senegalensis",0.826491516146689,0.107230783305585,0.0287081339712919
"1613","arctic","serengeti","Colius striatus",0.857690202517791,0.140543475371,0.0287081339712919
"1614","arctic","serengeti","Tauraco schalowi",0.625342090859332,0.0715918742300153,0.0287081339712919
"1615","arctic","serengeti","Corythaixoides personatus",0.59651523444627,0.0666422018637143,0.0287081339712919
"1616","arctic","serengeti","Charadrius tricollaris",0.87330623306233,0.214925842964493,0.0191387559808612
"1617","arctic","serengeti","Charadrius pecuarius",0.877235772357723,0.2358736411325,0.0191387559808612
"1618","arctic","serengeti","Vanellus armatus",0.751897018970188,0.094601870975844,0.0191387559808612
"1619","arctic","serengeti","Epomophorus pusillus",0.943772136953955,0.188157602327449,0.0175438596491228
"1620","arctic","serengeti","Epomophorus labiatus",0.957201889020071,0.223634010240113,0.0175438596491228
"1621","arctic","serengeti","Rousettus aegyptiacus",0.957644628099174,0.235091566915676,0.0175438596491228
"1622","arctic","serengeti","Steatomys pratensis",0.821387923804958,0.5544051773214,0.216905901116427
"1623","arctic","serengeti","Lemniscomys barbarus",0.809048161015932,0.530089002094391,0.216905901116427
"1624","arctic","serengeti","Rhabdomys pumilio",0.838429974841259,0.546286953109297,0.216905901116427
"1625","arctic","serengeti","Lemniscomys striatus",0.820174913142444,0.555329502817031,0.216905901116427
"1626","arctic","serengeti","Acomys wilsoni",0.828141847370309,0.517834658234435,0.216905901116427
"1627","arctic","serengeti","Grammomys dolichurus",0.823484485443871,0.552396524074109,0.216905901116427
"1628","arctic","serengeti","Lemniscomys griselda",0.817119923325744,0.535725775676102,0.216905901116427
"1629","arctic","serengeti","Thallomys paedulcus",0.808269438121479,0.544748347812091,0.216905901116427
"1630","arctic","serengeti","Dipodillus harwoodi",0.811998322750687,0.532981319052103,0.216905901116427
"1631","arctic","serengeti","Otomys angoniensis",0.803462321792259,0.582858026197915,0.216905901116427
"1632","arctic","serengeti","Aethomys chrysophilus",0.814094884389599,0.557388793313909,0.216905901116427
"1633","arctic","serengeti","Aethomys kaiseri",0.807535641547859,0.560907080214551,0.216905901116427
"1634","arctic","serengeti","Arvicanthis niloticus",0.805633760632562,0.584441252422627,0.216905901116427
"1635","arctic","serengeti","Rattus rattus",0.78911585000599,0.593871090277998,0.216905901116427
"1636","arctic","serengeti","Lepus capensis",0.745956631124955,0.501001231909622,0.216905901116427
"1637","arctic","serengeti","Pedetes capensis",0.704564514196718,0.466296973290639,0.216905901116427
"1638","arctic","serengeti","Heliophobius argenteocinereus",0.781074038576734,0.569488370732257,0.216905901116427
"1639","arctic","serengeti","Tachyoryctes splendens",0.804974841260333,0.592533138397038,0.216905901116427
"1640","arctic","serengeti","Thryonomys swinderianus",0.778543189169762,0.535136834056047,0.216905901116427
"1641","arctic","serengeti","Thryonomys gregorianus",0.821837187013298,0.534632409581227,0.216905901116427
"1642","arctic","serengeti","Dendromus melanotis",0.815158140649334,0.498366817820792,0.216905901116427
"1643","arctic","serengeti","Mus minutoides",0.807116329220079,0.504281558608019,0.216905901116427
"1644","arctic","serengeti","Mus musculus",0.839717862705162,0.550951735254105,0.216905901116427
"1645","arctic","serengeti","Graphiurus murinus",0.815817060021563,0.525355469271893,0.216905901116427
"1646","arctic","serengeti","Zelotomys hildegardeae",0.841709596262129,0.56740375512148,0.216905901116427
"1647","arctic","serengeti","Mastomys natalensis",0.832664430334251,0.554119181435384,0.216905901116427
"1648","arctic","serengeti","Saccostomus campestris",0.837771055469029,0.566898082710815,0.216905901116427
"1649","arctic","serengeti","Gerbilliscus robustus",0.808254462681202,0.585840851284422,0.216905901116427
"1650","arctic","serengeti","Elephantulus rufescens",0.821852162453574,0.560281161144187,0.216905901116427
"1651","arctic","serengeti","Xenopus muelleri",0.812846131886961,0.319721732532836,0.0988835725677831
"1652","arctic","serengeti","Hoplobatrachus occipitalis",0.815129888666864,0.331225126816339,0.0988835725677831
"1653","arctic","serengeti","Pyxicephalus adspersus",0.664630316871252,0.181961894744714,0.0988835725677831
"1654","arctic","serengeti","Anas capensis",0.880837426121696,0.322956575296656,0.0653907496012759
"1655","arctic","serengeti","Uraeginthus bengalus",0.858777990510279,0.333678112357222,0.0653907496012759
"1656","arctic","serengeti","Uraeginthus ianthinogaster",0.883209855989344,0.285641621581337,0.0653907496012759
"1657","arctic","serengeti","Pytilia melba",0.894572546408058,0.354580120036998,0.0653907496012759
"1658","arctic","serengeti","Agapornis fischeri",0.902480645966867,0.433750569178605,0.0653907496012759
"1659","arctic","serengeti","Histurgops ruficauda",0.712603013402144,0.201661175117472,0.0653907496012759
"1660","arctic","serengeti","Poicephalus meyeri",0.714267876467157,0.252243449668312,0.0653907496012759
"1661","arctic","serengeti","Streptopelia capicola",0.763006742695408,0.337430083337795,0.0653907496012759
"1662","arctic","serengeti","Treron calvus",0.791767252143506,0.361772551961155,0.0653907496012759
"1663","arctic","serengeti","Columba guinea",0.649421460084906,0.155835661051316,0.0653907496012759
"1664","arctic","serengeti","Alopochen aegyptiaca",0.851827187213848,0.280928301627796,0.0653907496012759
"1665","arctic","serengeti","Lygodactylus capensis",0.870957458113422,0.487477109907844,0.17384370015949
"1666","arctic","serengeti","Hemidactylus squamulatus",0.84447947291984,0.483282121639961,0.17384370015949
"1667","arctic","serengeti","Lygodactylus manni",0.838865077397191,0.464138007031461,0.17384370015949
"1668","arctic","serengeti","Chamaeleo dilepis",0.810615989515072,0.480600854634383,0.17384370015949
"1669","arctic","serengeti","Chamaeleo anchietae",0.809057419149163,0.465383003382374,0.17384370015949
"1670","arctic","serengeti","Hemidactylus brookii",0.878095001948213,0.497637242778707,0.17384370015949
"1671","arctic","serengeti","Hemidactylus mabouia",0.867627785058977,0.490459966200163,0.17384370015949
"1672","arctic","serengeti","Homopholis fasciata",0.775955509900466,0.43288888548422,0.17384370015949
"1673","arctic","serengeti","Chondrodactylus turneri",0.801459388615348,0.44590657277717,0.17384370015949
"1674","arctic","serengeti","Nucras boulengeri",0.864705465622896,0.490081992821586,0.17384370015949
"1675","arctic","serengeti","Heliobolus spekii",0.857975275406467,0.484401879840373,0.17384370015949
"1676","arctic","serengeti","Eumecia anchietae",0.626332754773122,0.355915098824731,0.17384370015949
"1677","arctic","serengeti","Agama mwanzae",0.711274839715206,0.449629944459133,0.17384370015949
"1678","arctic","serengeti","Acanthocercus atricollis",0.65635294534377,0.365954303409536,0.17384370015949
"1679","arctic","serengeti","Trachylepis varia",0.874712195813113,0.50045684225397,0.17384370015949
"1680","arctic","serengeti","Mochlus sundevallii",0.742145159576354,0.451028554411961,0.17384370015949
"1681","arctic","serengeti","Trachylepis striata",0.777620346427685,0.446767178485968,0.17384370015949
"1682","arctic","serengeti","Pelomys fallax",0.932408500590318,0.203258313035206,0.0175438596491228
"1683","arctic","serengeti","Petrodromus tetradactylus",0.957497048406139,0.26961135340146,0.0175438596491228
"1684","arctic","serengeti","Psammophis angolensis",0.660205684478825,0.326434318622716,0.220095693779904
"1685","arctic","serengeti","Boaedon mendesi",0.750111140748644,0.410420968300819,0.220095693779904
"1686","arctic","serengeti","Elapsoidea loveridgei",0.766589609080939,0.424795490084939,0.220095693779904
"1687","arctic","serengeti","Causus resimus",0.778281615838295,0.447772048321162,0.220095693779904
"1688","arctic","serengeti","Crotaphopeltis hotamboeia",0.738330221392367,0.391578723317695,0.220095693779904
"1689","arctic","serengeti","Dasypeltis scabra",0.750244509647014,0.39169859754035,0.220095693779904
"1690","arctic","serengeti","Philothamnus semivariegatus",0.793574582851723,0.453730981465091,0.220095693779904
"1691","arctic","serengeti","Philothamnus battersbyi",0.749488752556236,0.397234192404232,0.220095693779904
"1692","arctic","serengeti","Telescopus semiannulatus",0.751415192199399,0.401016812250988,0.220095693779904
"1693","arctic","serengeti","Glaucidium perlatum",0.797139711218438,0.469844702782271,0.283891547049442
"1694","arctic","serengeti","Coracias caudatus",0.782287730537274,0.441432292110111,0.283891547049442
"1695","arctic","serengeti","Falco ardosiaceus",0.946560396386476,0.853730087357374,0.283891547049442
"1696","arctic","serengeti","Elanus caeruleus",0.83204874752884,0.531980071236446,0.283891547049442
"1697","arctic","serengeti","Kaupifalco monogrammicus",0.858286829658917,0.608704706474763,0.283891547049442
"1698","arctic","serengeti","Melierax metabates",0.843009434198343,0.598846477464544,0.283891547049442
"1699","arctic","serengeti","Buteo augur",0.819086108956232,0.554717712260412,0.283891547049442
"1700","arctic","serengeti","Pterocles gutturalis",0.951154052603328,0.224611402242981,0.00956937799043062
"1701","arctic","serengeti","Poecilogale albinucha",0.872398096420444,0.466533757307711,0.143540669856459
"1702","arctic","serengeti","Tockus nasutus",0.785773908895778,0.12202792292621,0.0446570972886762
"1703","arctic","serengeti","Balearica regulorum",0.682268065823992,0.0887846704038577,0.0446570972886762
"1704","arctic","serengeti","Amaurornis flavirostra",0.681194848557119,0.0834014771177016,0.0446570972886762
"1705","arctic","serengeti","Gallinula chloropus",0.882780825184832,0.196748857374447,0.0446570972886762
"1706","arctic","serengeti","Francolinus coqui",0.6856,0.255119586296057,0.00318979266347687
"1707","arctic","serengeti","Francolinus rufopictus",0.9584,0.3003663003663,0.00318979266347687
"1708","arctic","serengeti","Rhamphiophis oxyrhynchus",0.758627858627858,0.465904249896194,0.295055821371611
"1709","arctic","serengeti","Psammophis mossambicus",0.822220863397332,0.624725452015468,0.295055821371611
"1710","arctic","serengeti","Naja nigricollis",0.703142961966492,0.424909235286763,0.295055821371611
"1711","arctic","serengeti","Dispholidus typus",0.764595817536993,0.467180207153069,0.295055821371611
"1712","arctic","serengeti","Bitis arietans",0.752855570502628,0.512575276558028,0.295055821371611
"1713","arctic","serengeti","Leptotyphlops scutifrons",0.789054665525251,0.51653941625333,0.295055821371611
"1714","arctic","serengeti","Duberria lutrix",0.542851901675431,0.308087113849952,0.295055821371611
