"","Species.ID","ITIS.code","Catalogue.of.Life","Class","Order","Family","Species","Author","synonym1","synonym2","synonym3"
"172","B70",175130,"v1.9 rev 2126ab0","Aves","Anseriformes","Anatidae","Aythya marila","(Linnaeus, 1761)Ê",NA,NA,NA
"173","B71",175155,"v1.9 rev 2126ab0","Aves","Anseriformes","Anatidae","Somateria mollissima","(Linnaeus, 1758)Ê","Anas mollissima","Eider mollissimus",NA
"174","B72",175160,"v1.9 rev 2126ab0","Aves","Anseriformes","Anatidae","Somateria spectabilis","(Linnaeus, 1758)Ê","Anas spectabilis",NA,NA
"175","B73",175153,"v1.9 rev 2126ab0","Aves","Anseriformes","Anatidae","Polysticta stelleri","(Pallas, 1769)Ê",NA,NA,NA
"176","B74",175149,"v1.9 rev 2126ab0","Aves","Anseriformes","Anatidae","Histrionicus histrionicus","(Linnaeus, 1758)Ê",NA,NA,NA
"177","B75",175147,"v1.9 rev 2126ab0","Aves","Anseriformes","Anatidae","Clangula hyemalis","(Linnaeus, 1758)Ê",NA,NA,NA
"178","B76",175171,"v1.9 rev 2126ab0","Aves","Anseriformes","Anatidae","Melanitta nigra","(Linnaeus, 1758)Ê",NA,NA,NA
"179","B77",175163,"v1.9 rev 2126ab0","Aves","Anseriformes","Anatidae","Melanitta fusca","(Linnaeus, 1758)Ê",NA,NA,NA
"180","B78",175141,"v1.9 rev 2126ab0","Aves","Anseriformes","Anatidae","Bucephala clangula","(Linnaeus, 1758)Ê",NA,NA,NA
"181","B79",175144,"v1.9 rev 2126ab0","Aves","Anseriformes","Anatidae","Bucephala islandica","(Gmelin, 1789)Ê",NA,NA,NA
"182","B80",175196,"v1.9 rev 2126ab0","Aves","Anseriformes","Anatidae","Mergellus albellus","Linnaeus, 1758Ê","Mergus albellus",NA,NA
"183","B81",175187,"v1.9 rev 2126ab0","Aves","Anseriformes","Anatidae","Mergus serrator","Linnaeus, 1758Ê","Mergus serrator serrator","Mergus serrator schioleri",NA
"184","B82",175185,"v1.9 rev 2126ab0","Aves","Anseriformes","Anatidae","Mergus merganser","Linnaeus, 1758Ê",NA,NA,NA
"185","B84",175179,"v1.9 rev 2126ab0","Aves","Anseriformes","Anatidae","Oxyura leucocephala","(Scopoli, 1769)Ê",NA,NA,NA
"186","B85",175590,"v1.9 rev 2126ab0","Aves","Falconiformes","Accipitridae","Pandion haliaetus","(Linnaeus, 1758)Ê",NA,NA,NA
"187","B86",175454,"v1.9 rev 2126ab0","Aves","Falconiformes","Accipitridae","Pernis apivorus","(Linnaeus, 1758)Ê",NA,NA,NA
"188","B87",175284,"v1.9 rev 2126ab0","Aves","Falconiformes","Accipitridae","Elanus caeruleus","(Desfontaines, 1789)Ê",NA,NA,NA
"189","B88",175470,"v1.9 rev 2126ab0","Aves","Falconiformes","Accipitridae","Milvus milvus","(Linnaeus, 1758)Ê",NA,NA,NA
"190","B89",175469,"v1.9 rev 2126ab0","Aves","Falconiformes","Accipitridae","Milvus migrans","(Boddaert, 1783)Ê",NA,NA,NA
"191","B90",175419,"v1.9 rev 2126ab0","Aves","Falconiformes","Accipitridae","Haliaeetus albicilla","(Linnaeus, 1758)Ê",NA,NA,NA
"192","B91",175483,"v1.9 rev 2126ab0","Aves","Falconiformes","Accipitridae","Gypaetus barbatus","(Linnaeus, 1758)Ê",NA,NA,NA
"193","B92",175481,"v1.9 rev 2126ab0","Aves","Falconiformes","Accipitridae","Neophron percnopterus","(Linnaeus, 1758)Ê",NA,NA,NA
"194","B93",175487,"v1.9 rev 2126ab0","Aves","Falconiformes","Accipitridae","Gyps fulvus","(Hablizl, 1783)Ê",NA,NA,NA
"195","B94",175494,"v1.9 rev 2126ab0","Aves","Falconiformes","Accipitridae","Aegypius monachus","(Linnaeus, 1766)Ê",NA,NA,NA
"196","B95",175502,"v1.9 rev 2126ab0","Aves","Falconiformes","Accipitridae","Circaetus gallicus","(Gmelin, 1788)Ê",NA,NA,NA
"197","B96",559297,"v1.9 rev 2126ab0","Aves","Falconiformes","Accipitridae","Circus aeruginosus","(Linnaeus, 1758)Ê",NA,NA,NA
"198","B97",175430,"v1.9 rev 2126ab0","Aves","Falconiformes","Accipitridae","Circus cyaneus","(Linnaeus, 1766)Ê",NA,NA,NA
"199","B98",175436,"v1.9 rev 2126ab0","Aves","Falconiformes","Accipitridae","Circus macrourus","(S. G. Gmelin, 1770)Ê",NA,NA,NA
"200","B99",175439,"v1.9 rev 2126ab0","Aves","Falconiformes","Accipitridae","Circus pygargus","(Linnaeus, 1758)Ê",NA,NA,NA
"201","B100",175312,"v1.9 rev 2126ab0","Aves","Falconiformes","Accipitridae","Accipiter brevipes","(Severtzov, 1850)Ê",NA,NA,NA
"202","B101",175333,"v1.9 rev 2126ab0","Aves","Falconiformes","Accipitridae","Accipiter nisus","(Linnaeus, 1758)Ê",NA,NA,NA
"203","B102",175300,"v1.9 rev 2126ab0","Aves","Falconiformes","Accipitridae","Accipiter gentilis","(Linnaeus, 1758)Ê",NA,NA,NA
"204","B103",175383,"v1.9 rev 2126ab0","Aves","Falconiformes","Accipitridae","Buteo buteo","(Linnaeus, 1758)Ê",NA,NA,NA
"205","B104",175392,"v1.9 rev 2126ab0","Aves","Falconiformes","Accipitridae","Buteo rufinus","(Cretzschmar, 1829)Ê",NA,NA,NA
"206","B105",175373,"v1.9 rev 2126ab0","Aves","Falconiformes","Accipitridae","Buteo lagopus","(Pontoppidan, 1763)Ê",NA,NA,NA
"207","B106",175414,"v1.9 rev 2126ab0","Aves","Falconiformes","Accipitridae","Aquila pomarina","C. L. Brehm, 1831Ê",NA,NA,NA
"208","B107",175411,"v1.9 rev 2126ab0","Aves","Falconiformes","Accipitridae","Aquila clanga","Pallas, 1811Ê",NA,NA,NA
"209","B108",558729,"v1.9 rev 2126ab0","Aves","Falconiformes","Accipitridae","Aquila nipalensis","Hodgson, 1833Ê",NA,NA,NA
"210","B109",558728,"v1.9 rev 2126ab0","Aves","Falconiformes","Accipitridae","Aquila adalberti","C. L. Brehm, 1861Ê","Aquila heliaca adalberti",NA,NA
"211","B110",175413,"v1.9 rev 2126ab0","Aves","Falconiformes","Accipitridae","Aquila heliaca","Savigny, 1809Ê","Aquila heliaca heliaca",NA,NA
"212","B111",175407,"v1.9 rev 2126ab0","Aves","Falconiformes","Accipitridae","Aquila chrysaetos","(Linnaeus, 1758)Ê",NA,NA,NA
"213","B112",824019,"v1.9 rev 2126ab0","Aves","Falconiformes","Accipitridae","Aquila fasciata","(Vieillot, 1822)Ê","Hieraaetus fasciatus",NA,NA
"214","B113",175568,"v1.9 rev 2126ab0","Aves","Falconiformes","Accipitridae","Hieraaetus pennatus","(Gmelin, 1788)Ê","Hieraaetus dubius",NA,NA
"215","B114",175646,"v1.9 rev 2126ab0","Aves","Falconiformes","Falconidae","Falco naumanni","Fleischer, 1818Ê",NA,NA,NA
"216","B115",175620,"v1.9 rev 2126ab0","Aves","Falconiformes","Falconidae","Falco tinnunculus","Linnaeus, 1758Ê",NA,NA,NA
"217","B116",175656,"v1.9 rev 2126ab0","Aves","Falconiformes","Falconidae","Falco vespertinus","Linnaeus, 1766Ê",NA,NA,NA
"218","B117",175639,"v1.9 rev 2126ab0","Aves","Falconiformes","Falconidae","Falco eleonorae","Gene, 1839Ê",NA,NA,NA
"219","B118",175613,"v1.9 rev 2126ab0","Aves","Falconiformes","Falconidae","Falco columbarius","Linnaeus, 1758Ê",NA,NA,NA
"220","B119",175654,"v1.9 rev 2126ab0","Aves","Falconiformes","Falconidae","Falco subbuteo","Linnaeus, 1758Ê",NA,NA,NA
"221","B120",175631,"v1.9 rev 2126ab0","Aves","Falconiformes","Falconidae","Falco biarmicus","Temminck, 1825Ê",NA,NA,NA
"222","B121",175633,"v1.9 rev 2126ab0","Aves","Falconiformes","Falconidae","Falco cherrug","J. E. Gray, 1834Ê",NA,NA,NA
"223","B122",175599,"v1.9 rev 2126ab0","Aves","Falconiformes","Falconidae","Falco rusticolus","Linnaeus, 1758Ê","Falco rusticolus obsoletus","Falco rusticolus uralensis","Falco rusticolus rusticolus"
"224","B123",175604,"v1.9 rev 2126ab0","Aves","Falconiformes","Falconidae","Falco peregrinus","Tunstall, 1771Ê",NA,NA,NA
"225","B124",175804,"v1.9 rev 2126ab0","Aves","Galliformes","Phasianidae","Lagopus lagopus","(Linnaeus, 1758)Ê",NA,NA,NA
"226","B125",677542,"v1.9 rev 2126ab0","Aves","Galliformes","Phasianidae","Lagopus muta","(Montin, 1781)Ê","Lagopus mutus",NA,NA
"227","B126",553893,"v1.9 rev 2126ab0","Aves","Galliformes","Phasianidae","Tetrao urogallus","Linnaeus, 1758Ê",NA,NA,NA
"228","B127",677538,"v1.9 rev 2126ab0","Aves","Galliformes","Phasianidae","Lyrurus tetrix","Linnaeus, 1758Ê","Tetrao tetrix",NA,NA
"229","B128",677539,"v1.9 rev 2126ab0","Aves","Galliformes","Phasianidae","Lyrurus mlokosiewiczi","Taczanowski, 1875Ê","Tetrao mlokosiewiczi",NA,NA
"230","B129",677536,"v1.9 rev 2126ab0","Aves","Galliformes","Phasianidae","Tetrastes bonasia","(Linnaeus, 1758)Ê","Bonasa bonasia",NA,NA
"231","B130",553829,"v1.9 rev 2126ab0","Aves","Galliformes","Phasianidae","Tetraogallus caucasicus","(Pallas, 1811)Ê","Tetraogallus caucasius",NA,NA
"232","B131",175951,"v1.9 rev 2126ab0","Aves","Galliformes","Phasianidae","Tetraogallus caspius","(S. G. Gmelin, 1784)Ê",NA,NA,NA
"233","B132",175910,"v1.9 rev 2126ab0","Aves","Galliformes","Phasianidae","Alectoris graeca","(Meisner, 1804)Ê",NA,NA,NA
"234","B133",175908,"v1.9 rev 2126ab0","Aves","Galliformes","Phasianidae","Alectoris chukar","(J. E. Gray, 1830)Ê",NA,NA,NA
"235","B134",175909,"v1.9 rev 2126ab0","Aves","Galliformes","Phasianidae","Alectoris barbara","(Bonnaterre, 1792)Ê",NA,NA,NA
"236","B135",175913,"v1.9 rev 2126ab0","Aves","Galliformes","Phasianidae","Alectoris rufa","(Linnaeus, 1758)Ê",NA,NA,NA
"237","B136",175947,"v1.9 rev 2126ab0","Aves","Galliformes","Phasianidae","Ammoperdix griseogularis","(Brandt, 1843)Ê",NA,NA,NA
"238","B137",175974,"v1.9 rev 2126ab0","Aves","Galliformes","Phasianidae","Francolinus francolinus","(Linnaeus, 1766)Ê",NA,NA,NA
"239","B138",175915,"v1.9 rev 2126ab0","Aves","Galliformes","Phasianidae","Perdix perdix","(Linnaeus, 1758)Ê",NA,NA,NA
"240","B139",553871,"v1.9 rev 2126ab0","Aves","Galliformes","Phasianidae","Coturnix coturnix","(Linnaeus, 1758)Ê","Coturnix corturnix",NA,NA
"241","B140",175905,"v1.9 rev 2126ab0","Aves","Galliformes","Phasianidae","Phasianus colchicus","Linnaeus, 1758Ê",NA,NA,NA
"242","B141",678962,"v1.9 rev 2126ab0","Aves","Gruiformes","Turnicidae","Turnix sylvaticus","(Desfontaines, 1789)Ê","Turnix sylvatica",NA,NA
"243","B142",176192,"v1.9 rev 2126ab0","Aves","Gruiformes","Gruidae","Anthropoides virgo","(Linnaeus, 1758)Ê",NA,NA,NA
"244","B143",176183,"v1.9 rev 2126ab0","Aves","Gruiformes","Gruidae","Grus grus","(Linnaeus, 1758)Ê",NA,NA,NA
"245","B144",176223,"v1.9 rev 2126ab0","Aves","Gruiformes","Rallidae","Rallus aquaticus","Linnaeus, 1758Ê",NA,NA,NA
"246","B145",176277,"v1.9 rev 2126ab0","Aves","Gruiformes","Rallidae","Crex crex","(Linnaeus, 1758)Ê",NA,NA,NA
"247","B146",176249,"v1.9 rev 2126ab0","Aves","Gruiformes","Rallidae","Porzana parva","(Scopoli, 1769)Ê",NA,NA,NA
"248","B147",176251,"v1.9 rev 2126ab0","Aves","Gruiformes","Rallidae","Porzana pusilla","(Pallas, 1776)Ê",NA,NA,NA
"249","B148",176241,"v1.9 rev 2126ab0","Aves","Gruiformes","Rallidae","Porzana porzana","(Linnaeus, 1766)Ê",NA,NA,NA
"250","B149",176390,"v1.9 rev 2126ab0","Aves","Gruiformes","Rallidae","Porphyrio porphyrio","(Linnaeus, 1758)Ê",NA,NA,NA
"251","B150",176284,"v1.9 rev 2126ab0","Aves","Gruiformes","Rallidae","Gallinula chloropus","(Linnaeus, 1758)Ê",NA,NA,NA
"252","B151",176297,"v1.9 rev 2126ab0","Aves","Gruiformes","Rallidae","Fulica cristata","Gmelin, 1789Ê",NA,NA,NA
"253","B152",176290,"v1.9 rev 2126ab0","Aves","Gruiformes","Rallidae","Fulica atra","Linnaeus, 1758Ê",NA,NA,NA
"254","B153",176419,"v1.9 rev 2126ab0","Aves","Gruiformes","Otididae","Otis tarda","Linnaeus, 1758Ê",NA,NA,NA
"255","B154",563379,"v1.9 rev 2126ab0","Aves","Galliformes","Phasianidae","Tetrax tetrax","(Linnaeus, 1758)Ê","Otis tetrax",NA,NA
"256","B155",176469,"v1.9 rev 2126ab0","Aves","Charadriiformes","Haematopodidae","Haematopus ostralegus","Linnaeus, 1758Ê",NA,NA,NA
"257","B156",176727,"v1.9 rev 2126ab0","Aves","Charadriiformes","Recurvirostridae","Himantopus himantopus","(Linnaeus, 1758)Ê",NA,NA,NA
"258","B157",176723,"v1.9 rev 2126ab0","Aves","Charadriiformes","Recurvirostridae","Recurvirostra avosetta","Linnaeus, 1758Ê",NA,NA,NA
"259","B158",176749,"v1.9 rev 2126ab0","Aves","Charadriiformes","Burhinidae","Burhinus oedicnemus","(Linnaeus, 1758)Ê",NA,NA,NA
"260","B159",176777,"v1.9 rev 2126ab0","Aves","Charadriiformes","Glareolidae","Glareola pratincola","(Linnaeus, 1766)Ê",NA,NA,NA
"261","B160",176774,"v1.9 rev 2126ab0","Aves","Charadriiformes","Glareolidae","Glareola nordmanni","Fischer von Waldheim, 1842Ê",NA,NA,NA
"262","B161",176481,"v1.9 rev 2126ab0","Aves","Charadriiformes","Charadriidae","Vanellus vanellus","(Linnaeus, 1758)Ê",NA,NA,NA
"263","B162",176499,"v1.9 rev 2126ab0","Aves","Charadriiformes","Charadriidae","Vanellus spinosus","(Linnaeus, 1758)",NA,NA,NA
"264","B163",176489,"v1.9 rev 2126ab0","Aves","Charadriiformes","Charadriidae","Vanellus indicus","(Boddaert, 1783)",NA,NA,NA
"265","B165",176490,"v1.9 rev 2126ab0","Aves","Charadriiformes","Charadriidae","Vanellus leucurus","(Lichtenstein, 1823)",NA,NA,NA
"266","B166",176561,"v1.9 rev 2126ab0","Aves","Charadriiformes","Charadriidae","Pluvialis apricaria","(Linnaeus, 1758)Ê","Pluvialis apricaria altifrons","Pluvialis apricaria apricaria",NA
"267","B167",176567,"v1.9 rev 2126ab0","Aves","Charadriiformes","Charadriidae","Pluvialis squatarola","(Linnaeus, 1758)Ê",NA,NA,NA
"268","B168",176504,"v1.9 rev 2126ab0","Aves","Charadriiformes","Charadriidae","Charadrius hiaticula","Linnaeus, 1758Ê",NA,NA,NA
"269","B169",176529,"v1.9 rev 2126ab0","Aves","Charadriiformes","Charadriidae","Charadrius dubius","Scopoli, 1786Ê",NA,NA,NA
"270","B170",176510,"v1.9 rev 2126ab0","Aves","Charadriiformes","Charadriidae","Charadrius alexandrinus","Linnaeus, 1758Ê",NA,NA,NA
"271","B171",176532,"v1.9 rev 2126ab0","Aves","Charadriiformes","Charadriidae","Charadrius leschenaultii","Lesson, 1826Ê",NA,NA,NA
"272","B172",176524,"v1.9 rev 2126ab0","Aves","Charadriiformes","Charadriidae","Charadrius asiaticus","Pallas, 1773Ê",NA,NA,NA
"273","B173",176545,"v1.9 rev 2126ab0","Aves","Charadriiformes","Charadriidae","Charadrius morinellus","Linnaeus, 1758Ê","Eudromias morinellus",NA,NA
"274","B174",176578,"v1.9 rev 2126ab0","Aves","Charadriiformes","Scolopacidae","Scolopax rusticola","Linnaeus, 1758Ê","Scolopax rusticola rusticola",NA,NA
"275","B175",176591,"v1.9 rev 2126ab0","Aves","Charadriiformes","Scolopacidae","Lymnocryptes minimus","(Brunnich, 1764)Ê",NA,NA,NA
"276","B176",176710,"v1.9 rev 2126ab0","Aves","Charadriiformes","Scolopacidae","Gallinago stenura","(Bonaparte, 1831)Ê",NA,NA,NA
"277","B177",176704,"v1.9 rev 2126ab0","Aves","Charadriiformes","Scolopacidae","Gallinago media","(Latham, 1787)Ê",NA,NA,NA
"278","B178",176700,"v1.9 rev 2126ab0","Aves","Charadriiformes","Scolopacidae","Gallinago gallinago","(Linnaeus, 1758)Ê","Capella gallinago gallinago",NA,NA
"279","B179",176691,"v1.9 rev 2126ab0","Aves","Charadriiformes","Scolopacidae","Limosa limosa","(Linnaeus, 1758)Ê",NA,NA,NA
"280","B180",176687,"v1.9 rev 2126ab0","Aves","Charadriiformes","Scolopacidae","Limosa lapponica","(Linnaeus, 1758)Ê",NA,NA,NA
"281","B181",176599,"v1.9 rev 2126ab0","Aves","Charadriiformes","Scolopacidae","Numenius phaeopus","(Linnaeus, 1758)Ê",NA,NA,NA
"282","B182",176596,"v1.9 rev 2126ab0","Aves","Charadriiformes","Scolopacidae","Numenius arquata","(Linnaeus, 1758)Ê",NA,NA,NA
"283","B183",176621,"v1.9 rev 2126ab0","Aves","Charadriiformes","Scolopacidae","Tringa erythropus","(Pallas, 1764)Ê",NA,NA,NA
"284","B184",176622,"v1.9 rev 2126ab0","Aves","Charadriiformes","Scolopacidae","Tringa totanus","(Linnaeus, 1758)Ê",NA,NA,NA
"285","B185",176633,"v1.9 rev 2126ab0","Aves","Charadriiformes","Scolopacidae","Tringa stagnatilis","(Bechstein, 1803)Ê",NA,NA,NA
"286","B186",176624,"v1.9 rev 2126ab0","Aves","Charadriiformes","Scolopacidae","Tringa nebularia","(Gunnerus, 1767)Ê",NA,NA,NA
"287","B187",176632,"v1.9 rev 2126ab0","Aves","Charadriiformes","Scolopacidae","Tringa ochropus","Linnaeus, 1758Ê",NA,NA,NA
"288","B188",176618,"v1.9 rev 2126ab0","Aves","Charadriiformes","Scolopacidae","Tringa glareola","Linnaeus, 1758Ê",NA,NA,NA
"289","B189",176718,"v1.9 rev 2126ab0","Aves","Charadriiformes","Scolopacidae","Xenus cinereus","(Guldenstadt, 1775)Ê","Tringa cinereus","Tringa cinerea",NA
"290","B190",176613,"v1.9 rev 2126ab0","Aves","Charadriiformes","Scolopacidae","Actitis hypoleucos","(Linnaeus, 1758)Ê","Tringa hypoleucos",NA,NA
"291","B191",176571,"v1.9 rev 2126ab0","Aves","Charadriiformes","Scolopacidae","Arenaria interpres","(Linnaeus, 1758)Ê",NA,NA,NA
"292","B192",176642,"v1.9 rev 2126ab0","Aves","Charadriiformes","Scolopacidae","Calidris canutus","(Linnaeus, 1758)Ê","Tringa canutus",NA,NA
"293","B193",176669,"v1.9 rev 2126ab0","Aves","Charadriiformes","Scolopacidae","Calidris alba","(Pallas, 1764)Ê",NA,NA,NA
"294","B194",176670,"v1.9 rev 2126ab0","Aves","Charadriiformes","Scolopacidae","Calidris minuta","(Leisler, 1812)Ê",NA,NA,NA
"295","B195",176658,"v1.9 rev 2126ab0","Aves","Charadriiformes","Scolopacidae","Calidris temminckii","(Leisler, 1812)Ê",NA,NA,NA
"296","B196",176653,"v1.9 rev 2126ab0","Aves","Charadriiformes","Scolopacidae","Calidris melanotos","(Vieillot, 1819)Ê",NA,NA,NA
"297","B197",176661,"v1.9 rev 2126ab0","Aves","Charadriiformes","Scolopacidae","Calidris alpina","(Linnaeus, 1758)Ê",NA,NA,NA
"298","B198",176646,"v1.9 rev 2126ab0","Aves","Charadriiformes","Scolopacidae","Calidris maritima","(Brunnich, 1764)Ê",NA,NA,NA
"299","B199",176716,"v1.9 rev 2126ab0","Aves","Charadriiformes","Scolopacidae","Limicola falcinellus","(Pontoppidan, 1763)Ê",NA,NA,NA
"300","B200",176695,"v1.9 rev 2126ab0","Aves","Charadriiformes","Scolopacidae","Philomachus pugnax","(Linnaeus, 1758)Ê",NA,NA,NA
"301","B201",176735,"v1.9 rev 2126ab0","Aves","Charadriiformes","Scolopacidae","Phalaropus lobatus","(Linnaeus, 1758)Ê","Lobipes lobatus",NA,NA
"302","B202",176734,"v1.9 rev 2126ab0","Aves","Charadriiformes","Scolopacidae","Phalaropus fulicarius","(Linnaeus, 1758)Ê","Phalaropus fulicaria",NA,NA
"303","B203",660059,"v1.9 rev 2126ab0","Aves","Charadriiformes","Stercorariidae","Stercorarius skua","(Brunnich, 1764)Ê","Catharacta skua","Catharacta skua skua",NA
"304","B204",176792,"v1.9 rev 2126ab0","Aves","Charadriiformes","Stercorariidae","Stercorarius pomarinus","(Temminck, 1815)Ê",NA,NA,NA
"305","B205",176793,"v1.9 rev 2126ab0","Aves","Charadriiformes","Stercorariidae","Stercorarius parasiticus","(Linnaeus, 1758)Ê",NA,NA,NA
"306","B206",176794,"v1.9 rev 2126ab0","Aves","Charadriiformes","Stercorariidae","Stercorarius longicaudus","Vieillot, 1819Ê",NA,NA,NA
"307","B207",176832,"v1.9 rev 2126ab0","Aves","Charadriiformes","Laridae","Larus canus","Linnaeus, 1758Ê",NA,NA,NA
"308","B208",824066,"v1.9 rev 2126ab0","Aves","Charadriiformes","Laridae","Ichthyaetus audouinii","Payraudeau, 1826Ê","Larus audouinii",NA,NA
"309","B209",176815,"v1.9 rev 2126ab0","Aves","Charadriiformes","Laridae","Larus marinus","Linnaeus, 1758Ê",NA,NA,NA
"310","B210",176808,"v1.9 rev 2126ab0","Aves","Charadriiformes","Laridae","Larus hyperboreus","Gunnerus, 1767Ê",NA,NA,NA
"311","B211",176811,"v1.9 rev 2126ab0","Aves","Charadriiformes","Laridae","Larus glaucoides","B. Meyer, 1822Ê",NA,NA,NA
"312","B212",176824,"v1.9 rev 2126ab0","Aves","Charadriiformes","Laridae","Larus argentatus","Pontoppidan, 1763Ê",NA,NA,NA
"313","B213",176821,"v1.9 rev 2126ab0","Aves","Charadriiformes","Laridae","Larus fuscus","Linnaeus, 1758Ê",NA,NA,NA
"314","B214",554270,"v1.9 rev 2126ab0","Aves","Charadriiformes","Laridae","Larus cachinnans","Pallas, 1811Ê",NA,NA,NA
"315","B215",560740,"v1.9 rev 2126ab0","Aves","Charadriiformes","Laridae","Larus armenicus","Buturlin, 1934Ê",NA,NA,NA
"316","B216",824068,"v1.9 rev 2126ab0","Aves","Charadriiformes","Laridae","Ichthyaetus ichthyaetus","Pallas, 1773Ê","Larus ichthyaetus",NA,NA
"317","B217",824041,"v1.9 rev 2126ab0","Aves","Charadriiformes","Laridae","Chroicocephalus ridibundus","Linnaeus, 1766Ê","Larus ridibundus","Larus ridibundus ridibundus",NA
"318","B218",824036,"v1.9 rev 2126ab0","Aves","Charadriiformes","Laridae","Chroicocephalus genei","Breme, 1839Ê","Larus genei",NA,NA
"319","B219",824070,"v1.9 rev 2126ab0","Aves","Charadriiformes","Laridae","Ichthyaetus melanocephalus","Temminck, 1820Ê","Larus melanocephalus",NA,NA
"320","B220",824065,"v1.9 rev 2126ab0","Aves","Charadriiformes","Laridae","Hydrocoloeus minutus","Pallas, 1776Ê","Larus minutus",NA,NA
"321","B221",176851,"v1.9 rev 2126ab0","Aves","Charadriiformes","Laridae","Pagophila eburnea","(Phipps, 1774)Ê","Larus eburnea","Larus eburneus",NA
"322","B222",176866,"v1.9 rev 2126ab0","Aves","Charadriiformes","Laridae","Xema sabini","Sabine, 1819Ê","Larus sabini","Larus sabini sabina","Xema sabini sabini"
"323","B223",176875,"v1.9 rev 2126ab0","Aves","Charadriiformes","Laridae","Rissa tridactyla","(Linnaeus, 1758)Ê","Larus tridactyla","Larus tridactyla tridactyla","Rissa tridactyla tridactyla"
"324","B224",176882,"v1.9 rev 2126ab0","Aves","Charadriiformes","Laridae","Gelochelidon nilotica","(Gmelin, 1789)Ê","Sterna nilotica",NA,NA
"325","B225",176935,"v1.9 rev 2126ab0","Aves","Charadriiformes","Laridae","Hydroprogne caspia","Pallas, 1770Ê","Sterna caspia",NA,NA
"326","B226",824139,"v1.9 rev 2126ab0","Aves","Charadriiformes","Laridae","Thalasseus bengalensis","Lesson, 1831Ê","Sterna bengalensis",NA,NA
"327","B227",176932,"v1.9 rev 2126ab0","Aves","Charadriiformes","Laridae","Thalasseus sandvicensis","Latham, 1787Ê","Sterna sandvicensis","Sterna sandvicensis sandvicensis",NA
"328","B228",176891,"v1.9 rev 2126ab0","Aves","Charadriiformes","Laridae","Sterna dougallii","Montagu, 1813Ê",NA,NA,NA
"329","B229",176888,"v1.9 rev 2126ab0","Aves","Charadriiformes","Laridae","Sterna hirundo","Linnaeus, 1758Ê",NA,NA,NA
"330","B230",176890,"v1.9 rev 2126ab0","Aves","Charadriiformes","Laridae","Sterna paradisaea","Pontoppidan, 1763Ê",NA,NA,NA
"331","B231",824126,"v1.9 rev 2126ab0","Aves","Charadriiformes","Laridae","Sternula albifrons","Pallas, 1764Ê","Sterna albifrons",NA,NA
"332","B232",824105,"v1.9 rev 2126ab0","Aves","Charadriiformes","Laridae","Onychoprion fuscatus","Linnaeus, 1766Ê","Sterna fuscata",NA,NA
"333","B233",726051,"v1.9 rev 2126ab0","Aves","Charadriiformes","Laridae","Chlidonias hybrida","(Pallas, 1811)Ê","Chlidonias hybridus",NA,NA
"334","B234",176958,"v1.9 rev 2126ab0","Aves","Charadriiformes","Laridae","Chlidonias leucopterus","(Temminck, 1815)Ê","Chilidonias leucopterus",NA,NA
"335","B235",176959,"v1.9 rev 2126ab0","Aves","Charadriiformes","Laridae","Chlidonias niger","(Linnaeus, 1758)Ê","Chilidonias niger",NA,NA
"336","B236",176982,"v1.9 rev 2126ab0","Aves","Charadriiformes","Alcidae","Alle alle","(Linnaeus, 1758)Ê",NA,NA,NA
"337","B237",176974,"v1.9 rev 2126ab0","Aves","Charadriiformes","Alcidae","Uria aalge","(Pontoppidan, 1763)Ê",NA,NA,NA
"338","B238",176978,"v1.9 rev 2126ab0","Aves","Charadriiformes","Alcidae","Uria lomvia","(Linnaeus, 1758)Ê",NA,NA,NA
"339","B239",176971,"v1.9 rev 2126ab0","Aves","Charadriiformes","Alcidae","Alca torda","Linnaeus, 1758Ê",NA,NA,NA
"340","B240",176985,"v1.9 rev 2126ab0","Aves","Charadriiformes","Alcidae","Cepphus grylle","(Linnaeus, 1758)Ê",NA,NA,NA
"341","B241",177025,"v1.9 rev 2126ab0","Aves","Charadriiformes","Alcidae","Fratercula arctica","(Linnaeus, 1758)Ê",NA,NA,NA
"342","B242",177045,"v1.9 rev 2126ab0","Aves","Columbiformes","Pteroclididae","Pterocles alchata","(Linnaeus, 1766)Ê",NA,NA,NA
"343","B243",177055,"v1.9 rev 2126ab0","Aves","Columbiformes","Pteroclididae","Pterocles orientalis","(Linnaeus, 1758)Ê",NA,NA,NA
"344","B244",177071,"v1.9 rev 2126ab0","Aves","Columbiformes","Columbidae","Columba livia","Gmelin, 1789Ê",NA,NA,NA
"345","B245",177098,"v1.9 rev 2126ab0","Aves","Columbiformes","Columbidae","Columba oenas","Linnaeus, 1758Ê",NA,NA,NA
"346","B246",177103,"v1.9 rev 2126ab0","Aves","Columbiformes","Columbidae","Columba palumbus","Linnaeus, 1758Ê",NA,NA,NA
"347","B247",177113,"v1.9 rev 2126ab0","Aves","Columbiformes","Columbidae","Columba trocaz","Heineken, 1829Ê",NA,NA,NA
"348","B248",177149,"v1.9 rev 2126ab0","Aves","Columbiformes","Columbidae","Streptopelia turtur","(Linnaeus, 1758)Ê",NA,NA,NA
"349","B249",177139,"v1.9 rev 2126ab0","Aves","Columbiformes","Columbidae","Streptopelia decaocto","(Frivaldszky, 1838)Ê",NA,NA,NA
