"","Species.ID","ITIS.code","Catalogue.of.Life","Class","Order","Family","Species","Author","synonym1","synonym2","synonym3"
"712","M101",180113,"v1.9 rev 2126ab0","Mammalia","Lagomorpha","Leporidae","Lepus timidus","Linnaeus, 1758Ê","Lepus othus tschuktschorum","Lepus timidus tschuktschorum",NA
"713","M102",625355,"v1.9 rev 2126ab0","Mammalia","Lagomorpha","Leporidae","Lepus tolai","Pallas, 1778Ê",NA,NA,NA
"714","M103",621916,"v1.9 rev 2126ab0","Mammalia","Carnivora","Mustelidae","Lutra lutra","(Linnaeus, 1758)Ê",NA,NA,NA
"715","M104",180584,"v1.9 rev 2126ab0","Mammalia","Carnivora","Felidae","Lynx lynx","(Linnaeus, 1758)Ê",NA,NA,NA
"716","M105",621869,"v1.9 rev 2126ab0","Mammalia","Carnivora","Felidae","Lynx pardinus","(Temminck, 1827)Ê","Felis pardina",NA,NA
"717","M107",632378,"v1.9 rev 2126ab0","Mammalia","Rodentia","Sciuridae","Marmota baibacina","Kastschenko, 1899Ê",NA,NA,NA
"718","M108",632379,"v1.9 rev 2126ab0","Mammalia","Rodentia","Sciuridae","Marmota bobak","(Mller, 1776)",NA,NA,NA
"719","M109",632383,"v1.9 rev 2126ab0","Mammalia","Rodentia","Sciuridae","Marmota marmota","(Linnaeus, 1758)Ê",NA,NA,NA
"720","M110",621941,"v1.9 rev 2126ab0","Mammalia","Carnivora","Mustelidae","Martes foina","(Erxleben, 1777)Ê",NA,NA,NA
"721","M111",621943,"v1.9 rev 2126ab0","Mammalia","Carnivora","Mustelidae","Martes martes","(Linnaeus, 1758)Ê",NA,NA,NA
"722","M112",621945,"v1.9 rev 2126ab0","Mammalia","Carnivora","Mustelidae","Martes zibellina","(Linnaeus, 1758)Ê",NA,NA,NA
"723","M113",726279,"v1.9 rev 2126ab0","Mammalia","Carnivora","Mustelidae","Meles leucurus","(Hodgson, 1847)Ê","Taxidea leucurus",NA,NA
"724","M114",621922,"v1.9 rev 2126ab0","Mammalia","Carnivora","Mustelidae","Meles meles","(Linnaeus, 1758)Ê","Ursus meles",NA,NA
"725","M115",632978,"v1.9 rev 2126ab0","Mammalia","Rodentia","Muridae","Meriones crassus","Sundevall, 1842Ê","Meriones charon","Meriones ismahelis","Meriones longifrons"
"726","M116",632977,"v1.9 rev 2126ab0","Mammalia","Rodentia","Muridae","Meriones dahli","Shidlovsky, 1962Ê",NA,NA,NA
"727","M117",632980,"v1.9 rev 2126ab0","Mammalia","Rodentia","Muridae","Meriones libycus","Lichtenstein, 1823Ê","Gerbillus caucasicus","Meriones caucasius","Meriones collium"
"728","M118",632981,"v1.9 rev 2126ab0","Mammalia","Rodentia","Muridae","Meriones meridianus","(Pallas, 1773)Ê","Meriones auceps","Gerbillus brevicaudatus","Meriones buechneri"
"729","M119",632982,"v1.9 rev 2126ab0","Mammalia","Rodentia","Muridae","Meriones persicus","(Blanford, 1875)Ê","Meriones ambrosius","Meriones rossicus","Tatera suschkini"
"730","M120",632986,"v1.9 rev 2126ab0","Mammalia","Rodentia","Muridae","Meriones tamariscinus","(Pallas, 1773)Ê","Gerbillus ciscaucasicus","Gerbillus tamaricinus jaxartensis","Meriones tamaricinus kokandicus"
"731","M121",632987,"v1.9 rev 2126ab0","Mammalia","Rodentia","Muridae","Meriones tristrami","Thomas, 1892","Meriones blackleri","Meriones bogdanovi","Meriones tamaricinus bodenheimeri"
"732","M122",632989,"v1.9 rev 2126ab0","Mammalia","Rodentia","Muridae","Meriones vinogradovi","Heptner, 1931Ê",NA,NA,NA
"733","M123",632735,"v1.9 rev 2126ab0","Mammalia","Rodentia","Cricetidae","Mesocricetus auratus","(Waterhouse, 1839)Ê",NA,NA,NA
"734","M124",632736,"v1.9 rev 2126ab0","Mammalia","Rodentia","Cricetidae","Mesocricetus brandti","(Nehring, 1898)Ê","Mesocricetus koenigi",NA,NA
"735","M125",632737,"v1.9 rev 2126ab0","Mammalia","Rodentia","Cricetidae","Mesocricetus newtoni","(Nehring, 1898)Ê",NA,NA,NA
"736","M126",632738,"v1.9 rev 2126ab0","Mammalia","Rodentia","Cricetidae","Mesocricetus raddei","(Nehring, 1894)Ê","Cricetus nigricans","Mesocricetus nigriculus","Mesocricetus raddei avaricus"
"737","M127",585369,"v1.9 rev 2126ab0","Mammalia","Rodentia","Muridae","Micromys minutus","(Pallas, 1771)Ê","Micromys agilis","Mus arundinaceus","Mus arvensis"
"738","M128",632855,"v1.9 rev 2126ab0","Mammalia","Rodentia","Cricetidae","Microtus agrestis","(Linnaeus, 1761)Ê","Microtus arcturus","Arvicola bailloni","Arvicola britannicus"
"739","M129",970597,"v1.9 rev 2126ab0","Mammalia","Rodentia","Cricetidae","Microtus anatolicus","Krystufek and Kefelioglu, 2002Ê",NA,NA,NA
"740","M130",632856,"v1.9 rev 2126ab0","Mammalia","Rodentia","Cricetidae","Microtus arvalis","(Pallas, 1779)Ê","Microtus obscurus","Arvicola arvensis","Microtus angularis"
"741","M131",632857,"v1.9 rev 2126ab0","Mammalia","Rodentia","Cricetidae","Microtus bavaricus","Konig, 1962Ê",NA,NA,NA
"742","M132",970598,"v1.9 rev 2126ab0","Mammalia","Rodentia","Cricetidae","Microtus brachycercus","Lehmann, 1961Ê",NA,NA,NA
"743","M133",632858,"v1.9 rev 2126ab0","Mammalia","Rodentia","Cricetidae","Microtus cabrerae","Thomas, 1906Ê","Microtus dentatus",NA,NA
"744","M134",632859,"v1.9 rev 2126ab0","Mammalia","Rodentia","Cricetidae","Microtus daghestanicus","(Shidlovsky, 1919)Ê","Microtus nasarovi","Microtus rubelianus intermedius","Pitymys daghestanicus nasarovi"
"745","M135",970600,"v1.9 rev 2126ab0","Mammalia","Rodentia","Cricetidae","Microtus dogramacii","Kefelioglu and Krystufek, 1999Ê",NA,NA,NA
"746","M136",632860,"v1.9 rev 2126ab0","Mammalia","Rodentia","Cricetidae","Microtus duodecimcostatus","(Selys-Longchamps, 1839)Ê","Pitymys flavescens","Arvicola ibericus","Pitymys provincialis"
"747","M137",632862,"v1.9 rev 2126ab0","Mammalia","Rodentia","Cricetidae","Microtus felteni","Malec and Storch, 1963Ê",NA,NA,NA
"748","M138",632864,"v1.9 rev 2126ab0","Mammalia","Rodentia","Cricetidae","Microtus gerbei","(Gerbe, 1879)Ê","Pitymys planiceps","Arvicola pyrenaicus","Pitymys pyrenaicus brunneus"
"749","M139",180302,"v1.9 rev 2126ab0","Mammalia","Rodentia","Cricetidae","Microtus gregalis","(Pallas, 1779)Ê","Microtus angustus","Stenocranius buturlini","Microtus castaneus"
"750","M140",632866,"v1.9 rev 2126ab0","Mammalia","Rodentia","Cricetidae","Microtus guentheri","(Danford and Alston, 1880)Ê","Microtus hartingi","Microtus lydius","Microtus mustersi"
"751","M141",970603,"v1.9 rev 2126ab0","Mammalia","Rodentia","Cricetidae","Microtus levis","Miller, 1908Ê","Microtus rossiaemeridionalis","Microtus arvalis muhlisi","Microtus arvalis relictus"
"752","M142",970604,"v1.9 rev 2126ab0","Mammalia","Rodentia","Cricetidae","Microtus liechtensteini","(Wettstein, 1927)",NA,NA,NA
"753","M143",632875,"v1.9 rev 2126ab0","Mammalia","Rodentia","Cricetidae","Microtus lusitanicus","(Gerbe, 1879)Ê","Pitymys depressus","Microtus mariae","Pitymys pelandonius"
"754","M144",632876,"v1.9 rev 2126ab0","Mammalia","Rodentia","Cricetidae","Microtus majori","Thomas, 1906Ê","Microtus dinniki","Microtus rubelianus","Microtus vinogradovi"
"755","M145",632878,"v1.9 rev 2126ab0","Mammalia","Rodentia","Cricetidae","Microtus middendorffi","(Poliakov, 1881)Ê","Microtus hyperboreus","Microtus middendorffii","Arvicola obscurus"
"756","M146",632882,"v1.9 rev 2126ab0","Mammalia","Rodentia","Cricetidae","Microtus multiplex","(Fatio, 1905)Ê","Pitymys druentius","Microtus leponticus","Pitymys multiplex fatioi"
"757","M147",632883,"v1.9 rev 2126ab0","Mammalia","Rodentia","Cricetidae","Microtus daghestanicus nasarovi","(Shidlovsky, 1938)Ê",NA,NA,NA
"758","M148",180298,"v1.9 rev 2126ab0","Mammalia","Rodentia","Cricetidae","Microtus oeconomus","(Pallas, 1776)Ê","Microtus ratticeps","Microtus amakensis","Arvicola arenicola"
"759","M149",632888,"v1.9 rev 2126ab0","Mammalia","Rodentia","Cricetidae","Microtus savii","(Selys-Longchamps, 1838)Ê","Arvicola nebrodensis","Arvicola selysii",NA
"760","M150",970608,"v1.9 rev 2126ab0","Mammalia","Rodentia","Cricetidae","Microtus schidlovskii","Argyropulo, 1933Ê","Microtus colchicus","Microtus socialis goriensis",NA
"761","M151",632892,"v1.9 rev 2126ab0","Mammalia","Rodentia","Cricetidae","Microtus socialis","(Pallas, 1773)Ê","Mus astrachanensis","Microtus gravesi","Microtus parvus"
"762","M152",632893,"v1.9 rev 2126ab0","Mammalia","Rodentia","Cricetidae","Microtus subterraneus","(Selys-Longchamps, 1836)Ê","Pitymys dacius","Pitymys ehiki","Pitymys incertoides"
"763","M153",632894,"v1.9 rev 2126ab0","Mammalia","Rodentia","Cricetidae","Microtus tatricus","Kratochvl, 1952Ê",NA,NA,NA
"764","M154",632895,"v1.9 rev 2126ab0","Mammalia","Rodentia","Cricetidae","Microtus thomasi","(Barrett-Hamilton, 1903)Ê","Pitymys atticus","Pitymys byroni",NA
"765","M155",948651,"v1.9 rev 2126ab0","Mammalia","Chiroptera","Vespertilionidae","Miniopterus schreibersii fuliginosus","(Hodgson, 1835)","Vespertilio fuliginosa",NA,NA
"766","M156",946266,"v1.9 rev 2126ab0","Mammalia","Chiroptera","Vespertilionidae","Miniopterus schreibersii","(Kuhl, 1817)Ê","Miniopterus schreibersi",NA,NA
"767","M157",NA,NA,"Mammalia","Rodentia","Muridae","Mus cypriacus","(Bonhomme, et al., 2004)",NA,NA,NA
"768","M158",585389,"v1.9 rev 2126ab0","Mammalia","Rodentia","Muridae","Mus macedonicus","Petrov and Ruzic, 1983Ê",NA,NA,NA
"769","M159",180366,"v1.9 rev 2126ab0","Mammalia","Rodentia","Muridae","Mus musculus","Linnaeus, 1758Ê","Mus molossinus","Mus nordmanni","Mus musculus cinereomaculatus"
"770","M160",585406,"v1.9 rev 2126ab0","Mammalia","Rodentia","Muridae","Mus spicilegus","Petnyi, 1882Ê","Mus sergii",NA,NA
"771","M161",585407,"v1.9 rev 2126ab0","Mammalia","Rodentia","Muridae","Mus spretus","Lataste, 1883Ê","Carpelimus spretus",NA,NA
"772","M162",584974,"v1.9 rev 2126ab0","Mammalia","Rodentia","Gliridae","Muscardinus avellanarius","(Linnaeus, 1758)Ê","Mus corilinum","Myoxus muscardinus","Muscardinus pulcher"
"773","M163",180555,"v1.9 rev 2126ab0","Mammalia","Carnivora","Mustelidae","Mustela erminea","Linnaeus, 1758Ê",NA,NA,NA
"774","M164",726280,"v1.9 rev 2126ab0","Mammalia","Carnivora","Mustelidae","Mustela eversmanii","Lesson, 1827Ê","Mustela eversmannii",NA,NA
"775","M165",621951,"v1.9 rev 2126ab0","Mammalia","Carnivora","Mustelidae","Mustela lutreola","(Linnaeus, 1761)Ê",NA,NA,NA
"776","M166",180554,"v1.9 rev 2126ab0","Mammalia","Carnivora","Mustelidae","Mustela nivalis","Linnaeus, 1766Ê",NA,NA,NA
"777","M167",621954,"v1.9 rev 2126ab0","Mammalia","Carnivora","Mustelidae","Mustela putorius","Linnaeus, 1758Ê",NA,NA,NA
"778","M168",621955,"v1.9 rev 2126ab0","Mammalia","Carnivora","Mustelidae","Mustela sibirica","Pallas, 1773Ê",NA,NA,NA
"779","M169",970613,"v1.9 rev 2126ab0","Mammalia","Rodentia","Cricetidae","Myodes glareolus","(Schreber, 1780)Ê","Clethrionomys glareolus","Evotomys alstoni","Lemmus arvalis"
"780","M170",970617,"v1.9 rev 2126ab0","Mammalia","Rodentia","Cricetidae","Myodes rufocanus","(Sundevall, 1846)Ê","Clethrionomys rufocanus","Clethrionomys sikotanensis","Evotomys arsenjevi"
"781","M171",970618,"v1.9 rev 2126ab0","Mammalia","Rodentia","Cricetidae","Myodes rutilus","(Pallas, 1779)Ê","Clethrionomys rutilus","Evotomys alascensis","Clethrionomys albiventer"
"782","M172",584972,"v1.9 rev 2126ab0","Mammalia","Rodentia","Gliridae","Myomimus roachi","(Bate, 1937)Ê","Myomimus bulgaricus",NA,NA
"783","M173",584973,"v1.9 rev 2126ab0","Mammalia","Rodentia","Gliridae","Myomimus setzeri","Rossolimo, 1976Ê",NA,NA,NA
"784","M174",632898,"v1.9 rev 2126ab0","Mammalia","Rodentia","Cricetidae","Myopus schisticolor","(Lilljeborg, 1844)Ê","Myopus middendorfii","Myopus morulus","Myopus saianicus"
"785","M175",946234,"v1.9 rev 2126ab0","Mammalia","Chiroptera","Vespertilionidae","Myotis alcathoe","von Helversen and Heller, 2001Ê",NA,NA,NA
"786","M176",946244,"v1.9 rev 2126ab0","Mammalia","Chiroptera","Vespertilionidae","Myotis aurascens","(Peters, 1869)",NA,NA,NA
"787","M177",946238,"v1.9 rev 2126ab0","Mammalia","Chiroptera","Vespertilionidae","Myotis bechsteinii","(Kuhl, 1817)Ê","Myotis bechsteini","Vespertilio bechsteinii",NA
"788","M178",632003,"v1.9 rev 2126ab0","Mammalia","Chiroptera","Vespertilionidae","Myotis blythii","(Tomes, 1857)Ê",NA,NA,NA
"789","M179",946240,"v1.9 rev 2126ab0","Mammalia","Chiroptera","Vespertilionidae","Myotis brandtii","(Eversmann, 1845)Ê","Myotis brandti","Vespertilio brandtii","Myotis brandtii brandtii"
"790","M180",632007,"v1.9 rev 2126ab0","Mammalia","Chiroptera","Vespertilionidae","Myotis capaccinii","(Bonaparte, 1837)Ê","Vespertilio capaccinii",NA,NA
"791","M181",632011,"v1.9 rev 2126ab0","Mammalia","Chiroptera","Vespertilionidae","Myotis dasycneme","(Boie, 1825)Ê","Vespertilio dasycneme",NA,NA
"792","M182",946243,"v1.9 rev 2126ab0","Mammalia","Chiroptera","Vespertilionidae","Myotis daubentonii","(Kuhl, 1817)Ê","Myotis daubentoni",NA,NA
"793","M183",632015,"v1.9 rev 2126ab0","Mammalia","Chiroptera","Vespertilionidae","Myotis emarginatus","(E. Geoffroy, 1806)Ê",NA,NA,NA
"794","M184",946247,"v1.9 rev 2126ab0","Mammalia","Chiroptera","Vespertilionidae","Myotis hajastanicus","Argyropulo, 1939Ê","Myotis mystacinus hajastanicus",NA,NA
"795","M185",632035,"v1.9 rev 2126ab0","Mammalia","Chiroptera","Vespertilionidae","Myotis myotis","(Borkhausen, 1797)Ê",NA,NA,NA
"796","M186",632036,"v1.9 rev 2126ab0","Mammalia","Chiroptera","Vespertilionidae","Myotis mystacinus","(Kuhl, 1817)Ê",NA,NA,NA
"797","M187",632037,"v1.9 rev 2126ab0","Mammalia","Chiroptera","Vespertilionidae","Myotis nattereri","(Kuhl, 1817)Ê",NA,NA,NA
"798","M188",946253,"v1.9 rev 2126ab0","Mammalia","Chiroptera","Vespertilionidae","Myotis nipalensis","Dobson, 1871Ê",NA,NA,NA
"799","M189",946256,"v1.9 rev 2126ab0","Mammalia","Chiroptera","Vespertilionidae","Myotis punicus","Felten, Spitzenberger and Storch, 1977Ê","Myotis blythi punicus",NA,NA
"800","M190",632052,"v1.9 rev 2126ab0","Mammalia","Chiroptera","Vespertilionidae","Myotis schaubi","Kormos, 1934Ê",NA,NA,NA
"801","M191",633775,"v1.9 rev 2126ab0","Mammalia","Eulipotyphla","Soricidae","Neomys anomalus","Cabrera, 1907Ê",NA,NA,NA
"802","M192",633776,"v1.9 rev 2126ab0","Mammalia","Eulipotyphla","Soricidae","Neomys fodiens","(Pennant, 1771)Ê",NA,NA,NA
"803","M193",709799,"v1.9 rev 2126ab0","Mammalia","Eulipotyphla","Soricidae","Neomys teres","Miller, 1908Ê","Neomys schelkovnikovi",NA,NA
"804","M195",632064,"v1.9 rev 2126ab0","Mammalia","Chiroptera","Vespertilionidae","Nyctalus azoreum","(Thomas, 1901)Ê","Pterygistes azoreum",NA,NA
"805","M196",632066,"v1.9 rev 2126ab0","Mammalia","Chiroptera","Vespertilionidae","Nyctalus lasiopterus","(Schreber, 1780)Ê","Vespertilio lasiopterus",NA,NA
"806","M197",632067,"v1.9 rev 2126ab0","Mammalia","Chiroptera","Vespertilionidae","Nyctalus leisleri","(Kuhl, 1817)Ê",NA,NA,NA
"807","M198",632069,"v1.9 rev 2126ab0","Mammalia","Chiroptera","Vespertilionidae","Nyctalus noctula","(Schreber, 1774)Ê",NA,NA,NA
"808","M199",625321,"v1.9 rev 2126ab0","Mammalia","Lagomorpha","Ochotonidae","Ochotona hyperborea","(Pallas, 1811)Ê",NA,NA,NA
"809","M200",625329,"v1.9 rev 2126ab0","Mammalia","Lagomorpha","Ochotonidae","Ochotona pusilla","(Pallas, 1769)Ê",NA,NA,NA
"810","M201",180129,"v1.9 rev 2126ab0","Mammalia","Lagomorpha","Leporidae","Oryctolagus cuniculus","(Linnaeus, 1758)Ê",NA,NA,NA
"811","M202",183791,"v1.9 rev 2126ab0","Mammalia","Carnivora","Felidae","Felis manul","(Pallas, 1776)Ê","Otocolobus manul",NA,NA
"812","M203",552475,"v1.9 rev 2126ab0","Mammalia","Cetartiodactyla","Bovidae","Ovis aries","Linnaeus, 1758Ê",NA,NA,NA
"813","M204",898799,"v1.9 rev 2126ab0","Mammalia","Cetartiodactyla","Bovidae","Ovis aries orientalis","Gmelin, 1774Ê","Ovis orientalis","Ovis orientalis typica",NA
"814","M205",183804,"v1.9 rev 2126ab0","Mammalia","Carnivora","Felidae","Panthera pardus","(Linnaeus, 1758)Ê",NA,NA,NA
"815","M206",632108,"v1.9 rev 2126ab0","Mammalia","Chiroptera","Vespertilionidae","Pipistrellus kuhlii","(Kuhl, 1817)Ê",NA,NA,NA
"816","M207",632111,"v1.9 rev 2126ab0","Mammalia","Chiroptera","Vespertilionidae","Pipistrellus maderensis","(Dobson, 1878)Ê","Vesperugo maderensis",NA,NA
"817","M208",632118,"v1.9 rev 2126ab0","Mammalia","Chiroptera","Vespertilionidae","Pipistrellus nathusii","(Keyserling and Blasius, 1839)Ê","Vespertilio nathusii",NA,NA
"818","M209",632123,"v1.9 rev 2126ab0","Mammalia","Chiroptera","Vespertilionidae","Pipistrellus pipistrellus","(Schreber, 1774)Ê",NA,NA,NA
"819","M210",946162,"v1.9 rev 2126ab0","Mammalia","Chiroptera","Vespertilionidae","Pipistrellus pygmaeus","(Leach, 1825)Ê","Vespertilio pygmaeus",NA,NA
"820","M211",632133,"v1.9 rev 2126ab0","Mammalia","Chiroptera","Vespertilionidae","Plecotus auritus","(Linnaeus, 1758)Ê",NA,NA,NA
"821","M212",632134,"v1.9 rev 2126ab0","Mammalia","Chiroptera","Vespertilionidae","Plecotus austriacus","(J. Fischer, 1829)Ê","Plecotus austriacus austriacus","Vespertilio auritus austriacus",NA
"822","M213",946169,"v1.9 rev 2126ab0","Mammalia","Chiroptera","Vespertilionidae","Plecotus kolombatovici","Dulic, 1980Ê","Plecotus austriacus kolombatovici",NA,NA
"823","M214",947292,"v1.9 rev 2126ab0","Mammalia","Chiroptera","Vespertilionidae","Plecotus macrobullaris","Kuzyakin, 1965Ê","Plecotus austriacus macrobullaris",NA,NA
"824","M215",946170,"v1.9 rev 2126ab0","Mammalia","Chiroptera","Vespertilionidae","Plecotus sardus","Mucedda, Kiefer, Pidinchedda and Veith, 2002Ê",NA,NA,NA
"825","M216",632264,"v1.9 rev 2126ab0","Mammalia","Chiroptera","Vespertilionidae","Plecotus teneriffae","Barrett-Hamilton, 1907Ê",NA,NA,NA
"826","M217",632902,"v1.9 rev 2126ab0","Mammalia","Rodentia","Cricetidae","Prometheomys schaposchnikowi","Satunin, 1901Ê",NA,NA,NA
"827","M218",632525,"v1.9 rev 2126ab0","Mammalia","Rodentia","Sciuridae","Pteromys volans","(Linnaeus, 1758)Ê",NA,NA,NA
"828","M219",609745,"v1.9 rev 2126ab0","Mammalia","Rodentia","Dipodidae","Pygeretmus platyurus","(Lichtenstein, 1823)Ê","Dipus platurus","Pygeretmus vinogradovi",NA
"829","M220",609746,"v1.9 rev 2126ab0","Mammalia","Rodentia","Dipodidae","Pygeretmus pumilio","(Kerr, 1792)Ê","Dipus acontion","Dipus minutus","Alactagulus acontion dinniki"
"830","M221",180701,"v1.9 rev 2126ab0","Mammalia","Cetartiodactyla","Cervidae","Rangifer tarandus","(Linnaeus, 1758)Ê",NA,NA,NA
"831","M224",631414,"v1.9 rev 2126ab0","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus blasii","Peters, 1867Ê",NA,NA,NA
"832","M225",631428,"v1.9 rev 2126ab0","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus euryale","Blasius, 1853Ê",NA,NA,NA
"833","M226",631430,"v1.9 rev 2126ab0","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus ferrumequinum","(Schreber, 1774)Ê",NA,NA,NA
"834","M227",631434,"v1.9 rev 2126ab0","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus hipposideros","(Bechstein, 1800)Ê",NA,NA,NA
"835","M228",631446,"v1.9 rev 2126ab0","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus mehelyi","Matschie, 1901Ê",NA,NA,NA
"836","M229",632995,"v1.9 rev 2126ab0","Mammalia","Rodentia","Muridae","Rhombomys opimus","(Lichtenstein, 1823)Ê","Gerbillus giganteus","Rhombomys pallidus","Rhombomys opimus alaschanicus"
"837","M230",632267,"v1.9 rev 2126ab0","Mammalia","Chiroptera","Pteropodidae","Rousettus aegyptiacus","(E. Geoffroy, 1810)Ê","Rousettus egyptiacus",NA,NA
"838","M231",625158,"v1.9 rev 2126ab0","Mammalia","Cetartiodactyla","Bovidae","Rupicapra pyrenaica","Bonaparte, 1845Ê",NA,NA,NA
"839","M232",625159,"v1.9 rev 2126ab0","Mammalia","Cetartiodactyla","Bovidae","Rupicapra rupicapra","(Linnaeus, 1758)Ê",NA,NA,NA
"840","M233",625120,"v1.9 rev 2126ab0","Mammalia","Cetartiodactyla","Bovidae","Saiga tatarica","(Linnaeus, 1766)Ê",NA,NA,NA
"841","M234",632422,"v1.9 rev 2126ab0","Mammalia","Rodentia","Sciuridae","Sciurus anomalus","Gmelin, 1778Ê",NA,NA,NA
"842","M235",632439,"v1.9 rev 2126ab0","Mammalia","Rodentia","Sciuridae","Sciurus vulgaris","Linnaeus, 1758Ê",NA,NA,NA
"843","M236",609766,"v1.9 rev 2126ab0","Mammalia","Rodentia","Dipodidae","Sicista armenica","Sokolov and Baskevich, 1988Ê",NA,NA,NA
"844","M237",609767,"v1.9 rev 2126ab0","Mammalia","Rodentia","Dipodidae","Sicista betulina","(Pallas, 1779)Ê","Sicista montana","Sicista norvegica","Sminthus tatricus"
"845","M238",609768,"v1.9 rev 2126ab0","Mammalia","Rodentia","Dipodidae","Sicista caucasica","Vinogradov, 1925Ê",NA,NA,NA
"846","M239",609771,"v1.9 rev 2126ab0","Mammalia","Rodentia","Dipodidae","Sicista kazbegica","Sokolov, Baskevich and Kovalskaya, 1986Ê",NA,NA,NA
"847","M240",609772,"v1.9 rev 2126ab0","Mammalia","Rodentia","Dipodidae","Sicista kluchorica","Sokolov, Kovalskaya and Baskevich, 1980Ê",NA,NA,NA
"848","M241",609775,"v1.9 rev 2126ab0","Mammalia","Rodentia","Dipodidae","Sicista severtzovi","Ognev, 1935Ê",NA,NA,NA
"849","M242",609776,"v1.9 rev 2126ab0","Mammalia","Rodentia","Dipodidae","Sicista strandi","Formozov, 1931Ê",NA,NA,NA
"850","M243",609777,"v1.9 rev 2126ab0","Mammalia","Rodentia","Dipodidae","Sicista subtilis","(Pallas, 1773)Ê","Mus interstriatus","Mus interzonus","Mus lineatus"
"851","M244",633778,"v1.9 rev 2126ab0","Mammalia","Eulipotyphla","Soricidae","Sorex alpinus","Schinz, 1837Ê",NA,NA,NA
"852","M245",709807,"v1.9 rev 2126ab0","Mammalia","Eulipotyphla","Soricidae","Sorex antinorii","Bonaparte, 1840Ê",NA,NA,NA
"853","M246",633779,"v1.9 rev 2126ab0","Mammalia","Eulipotyphla","Soricidae","Sorex araneus","Linnaeus, 1758Ê",NA,NA,NA
"854","M248",633783,"v1.9 rev 2126ab0","Mammalia","Eulipotyphla","Soricidae","Sorex caecutiens","Laxmann, 1788Ê",NA,NA,NA
"855","M249",633786,"v1.9 rev 2126ab0","Mammalia","Eulipotyphla","Soricidae","Sorex coronatus","Millet, 1828Ê",NA,NA,NA
"856","M250",633792,"v1.9 rev 2126ab0","Mammalia","Eulipotyphla","Soricidae","Sorex granarius","Miller, 1910Ê",NA,NA,NA
"857","M251",633794,"v1.9 rev 2126ab0","Mammalia","Eulipotyphla","Soricidae","Sorex isodon","Turov, 1924Ê",NA,NA,NA
"858","M252",552507,"v1.9 rev 2126ab0","Mammalia","Eulipotyphla","Soricidae","Sorex minutissimus","Zimmermann, 1780Ê",NA,NA,NA
"859","M253",633799,"v1.9 rev 2126ab0","Mammalia","Eulipotyphla","Soricidae","Sorex minutus","Linnaeus, 1766Ê",NA,NA,NA
"860","M254",633804,"v1.9 rev 2126ab0","Mammalia","Eulipotyphla","Soricidae","Sorex raddei","Satunin, 1895Ê",NA,NA,NA
"861","M255",633807,"v1.9 rev 2126ab0","Mammalia","Eulipotyphla","Soricidae","Sorex samniticus","Altobello, 1926Ê",NA,NA,NA
"862","M256",633808,"v1.9 rev 2126ab0","Mammalia","Eulipotyphla","Soricidae","Sorex satunini","Ognev, 1922Ê",NA,NA,NA
"863","M257",179957,"v1.9 rev 2126ab0","Mammalia","Eulipotyphla","Soricidae","Sorex tundrensis","Merriam, 1900Ê",NA,NA,NA
"864","M258",633818,"v1.9 rev 2126ab0","Mammalia","Eulipotyphla","Soricidae","Sorex volnuchini","Ognev, 1922Ê",NA,NA,NA
"865","M259",633020,"v1.9 rev 2126ab0","Mammalia","Rodentia","Spalacidae","Spalax arenarius","Reshetnik, 1939Ê",NA,NA,NA
"866","M260",970560,"v1.9 rev 2126ab0","Mammalia","Rodentia","Spalacidae","Spalax ehrenbergi","Nehring, 1898Ê","Nannospalax ehrenbergi","Spalax aegyptiacus","Spalax berytensis"
"867","M261",633021,"v1.9 rev 2126ab0","Mammalia","Rodentia","Spalacidae","Spalax giganteus","Nehring, 1898Ê",NA,NA,NA
"868","M262",633022,"v1.9 rev 2126ab0","Mammalia","Rodentia","Spalacidae","Spalax graecus","Nehring, 1898Ê","Spalax istricus","Spalax mezöségiensis","Spalax graecus antiquus"
"869","M263",970564,"v1.9 rev 2126ab0","Mammalia","Rodentia","Spalacidae","Spalax leucodon","Nordmann, 1840Ê","Nannospalax leucodon","Spalax dolbrogeae","Spalax monticola"
"870","M264",633023,"v1.9 rev 2126ab0","Mammalia","Rodentia","Spalacidae","Spalax microphthalmus","Guldenstaedt, 1770","Spalax pallasii","Mus typhlus",NA
"871","M265",970565,"v1.9 rev 2126ab0","Mammalia","Rodentia","Spalacidae","Spalax nehringi","(Satunin, 1898)Ê","Nannospalax nehringi","Spalax labaumei","Spalax monticola anatolicus"
"872","M266",970566,"v1.9 rev 2126ab0","Mammalia","Rodentia","Spalacidae","Spalax uralensis","Tiflov and Usov, 1939Ê",NA,NA,NA
"873","M267",633024,"v1.9 rev 2126ab0","Mammalia","Rodentia","Spalacidae","Spalax zemni","(Erxleben, 1777)Ê","Spalax polonicus","Spalax microphtalmus podolicus",NA
"874","M268",632446,"v1.9 rev 2126ab0","Mammalia","Rodentia","Sciuridae","Spermophilus citellus","(Linnaeus, 1766)Ê",NA,NA,NA
"875","M269",632449,"v1.9 rev 2126ab0","Mammalia","Rodentia","Sciuridae","Spermophilus fulvus","(Lichtenstein, 1823)Ê",NA,NA,NA
